name,primaryMuscles,secondaryMuscles,equipment,mechanic,force,movement_pattern,difficulty_level,category,skill_level,fatigue_score,stimulus_score,sfr_ratio,axial_load,recovery_time_hours,order_priority,gifUrl,goal_Strength,goal_Muscle,goal_WeightLoss,goal_Endurance,goal_General,Strength_min_reps,Strength_max_reps,Strength_rest_seconds,Strength_sets,Muscle_min_reps,Muscle_max_reps,Muscle_rest_seconds,Muscle_sets,WeightLoss_min_reps,WeightLoss_max_reps,WeightLoss_rest_seconds,WeightLoss_sets,Endurance_min_reps,Endurance_max_reps,Endurance_rest_seconds,Endurance_sets,General_min_reps,General_max_reps,General_rest_seconds,General_sets,contraindications,instructions
forward jump,quadriceps,calves|hamstrings|glutes,body only,compound,,other,3,strength,intermediate,4,5,1.25,2,36,2,https://static.exercisedb.dev/media/uZKq7lo.gif,9,8,7,6,8,3,6,180,4,8,12,90,3,12,20,45,3,15,25,30,3,8,15,60,3,,"Stand with your feet shoulder-width apart. | Bend your knees and lower your body into a squat position. | Swing your arms back for momentum. | Jump forward explosively, extending your hips, knees, and ankles. | Land softly on the balls of your feet and immediately go into the next jump. | Repeat for the desired number of repetitions."
forward lunge (male) with bench,glutes,quadriceps|hamstrings|calves,body only,compound,,lunge,3,strength,intermediate,7,7,1.0,5,48,2,https://static.exercisedb.dev/media/Ql4g5s8.gif,9,8,7,6,8,3,6,180,4,8,12,90,3,12,20,45,3,15,25,30,3,8,15,60,3,ankle_injury|hip_impingement|knee_injury,"Stand with your feet hip-width apart and hands on your hips. | Take a big step forward with your right foot, lowering your body into a lunge position. | Bend your right knee to about 90 degrees, keeping your knee aligned with your ankle. | Push off with your right foot and return to the starting position. Focus on bench movement. | Repeat with your left leg, alternating sides for the desired number of repetitions."
frog crunch,abdominals,quadriceps,body only,compound,,core_flexion,3,strength,intermediate,3,5,1.67,1,24,2,https://static.exercisedb.dev/media/FFRP97T.gif,9,8,7,6,8,3,6,180,4,8,12,90,3,12,20,45,3,15,25,30,3,8,15,60,3,diastasis_recti|disc_herniation|lower_back_injury,"Lie flat on your back with your knees bent and feet flat on the ground. | Place your hands behind your head with your elbows pointing outwards. | Engaging your abs, lift your upper body off the ground, curling forward until your torso is at a 45-degree angle. | Pause for a moment at the top, then slowly lower your upper body back down to the starting position. | Repeat for the desired number of repetitions."
front lever,abdominals,lats|shoulders|forearms,body only,compound,,other,3,strength,intermediate,4,5,1.25,2,36,2,https://static.exercisedb.dev/media/PkCN2lv.gif,9,8,7,6,8,3,6,180,4,8,12,90,3,12,20,45,3,15,25,30,3,8,15,60,3,,"Start by hanging from a pull-up bar with an overhand grip, hands shoulder-width apart. | Engage your core and pull your shoulder blades down and back. | Bend your knees and tuck them towards your chest. | Simultaneously, lift your legs up and extend them straight out in front of you, keeping your body parallel to the ground. | Hold this position for as long as you can, aiming for a full front lever position. | To release, slowly lower your legs back down and return to the starting position. | Repeat for the desired number of repetitions."
front plank with twist,abdominals,abdominals|shoulders,body only,compound,,core_flexion,3,strength,intermediate,3,5,1.67,1,24,2,https://static.exercisedb.dev/media/CosupLu.gif,9,8,7,6,8,3,6,180,4,8,12,90,3,12,20,45,3,15,25,30,3,8,15,60,3,diastasis_recti|disc_herniation|lower_back_injury,"Start in a high plank position with your hands directly under your shoulders and your body in a straight line from head to toe. | Engage your core and glutes to maintain a stable position. | Rotate your torso to the right, lifting your right arm and extending it towards the ceiling. | Keep your hips and legs stable as you twist. | Hold for a moment, then return to the starting position. | Repeat the twist on the left side. | Continue alternating sides for the desired number of repetitions."
full maltese,abdominals,shoulders|chest,body only,compound,,other,3,strength,intermediate,4,5,1.25,2,36,2,https://static.exercisedb.dev/media/YRaCa5Y.gif,9,8,7,6,8,3,6,180,4,8,12,90,3,12,20,45,3,15,25,30,3,8,15,60,3,,"Start by standing with your feet shoulder-width apart and your arms extended straight out to the sides. | Slowly lean forward, keeping your arms straight, until your upper body is parallel to the ground. | Engage your core and hold this position for a few seconds. | Return to the starting position by pushing through your feet and standing back up. | Repeat for the desired number of repetitions."
full planche,abdominals,shoulders|chest|triceps,body only,compound,,other,5,strength,advanced,4,5,1.25,2,48,2,https://static.exercisedb.dev/media/YZ4961r.gif,9,8,7,6,8,3,6,180,4,8,12,90,3,12,20,45,3,15,25,30,3,8,15,60,3,,"Start in a push-up position with your hands shoulder-width apart and your fingers pointing forward. | Engage your core and slowly shift your weight forward, lifting your feet off the ground. | Continue shifting your weight forward until your body is parallel to the ground, balancing on your hands. | Hold this position for as long as you can, maintaining a straight body line. | Slowly lower your feet back to the ground and return to the starting position. | Repeat for the desired number of repetitions."
full planche push-up,chest,shoulders|triceps,body only,compound,,horizontal_push,5,strength,advanced,6,8,1.33,2,60,2,https://static.exercisedb.dev/media/gw9PqGk.gif,9,8,7,6,8,3,6,180,4,8,12,90,3,12,20,45,3,15,25,30,3,8,15,60,3,pec_tear|rotator_cuff_tear|shoulder_impingement,"Start in a push-up position with your hands placed slightly wider than shoulder-width apart. | Engage your core and lower your body down towards the ground, keeping your elbows close to your sides. | As you lower yourself, lean your body forward and lift your feet off the ground, balancing on your hands. | Continue to lower your body until your chest is just above the ground. | Push through your hands and extend your arms to lift your body back up to the starting position. | Maintain a straight line from your head to your heels throughout the movement. | Repeat for the desired number of repetitions."
gentle prone twist on stability ball,abdominals,abdominals|lower back,stability ball,compound,,other,3,strength,intermediate,4,5,1.25,2,36,2,https://static.exercisedb.dev/media/4QqYaJW.gif,9,8,7,6,8,3,6,180,4,8,12,90,3,12,20,45,3,15,25,30,3,8,15,60,3,,"Start by lying face down on a stability ball with your feet shoulder-width apart and your toes touching the ground. | Place your hands behind your head or cross them over your chest. | Engage your core muscles and slowly lift your upper body off the ball, keeping your back straight. | Rotate your torso to one side, bringing your shoulder towards your hip. Keep your hips and legs stable throughout the movement. | Pause for a moment, then return to the starting position. | (gentle variation) Repeat the rotation to the other side. | Continue alternating sides for the desired number of repetitions."
gentle style cable pulldown (pro lat bar),lats,biceps|forearms,cable,compound,,vertical_pull,2,strength,beginner,4,8,2.0,0,36,2,https://static.exercisedb.dev/media/0MlxeMn.gif,9,8,7,6,8,3,6,180,4,8,12,90,3,12,20,45,3,15,25,30,3,8,15,60,3,rotator_cuff_tear|shoulder_impingement,"Adjust the seat height so that your thighs are parallel to the ground and your feet are flat on the floor. | Grasp the lat bar with an overhand grip, slightly wider than shoulder-width apart. | Sit down and lean back slightly, keeping your chest up and your back straight. | Pull the bar down towards your chest, squeezing your shoulder blades together. Maintain gentle form throughout. | Pause for a moment at the bottom of the movement, then slowly release the bar back up to the starting position. | Repeat for the desired number of repetitions."
gentle style dumbbell one leg fly on exercise ball,chest,shoulders|triceps,dumbbell,isolation,,other,3,strength,intermediate,3,5,1.67,2,36,5,https://static.exercisedb.dev/media/vocve3e.gif,5,9,7,8,7,6,10,120,3,10,15,60,3,15,25,30,3,20,30,20,2,10,15,60,3,,"Sit on an exercise ball with a dumbbell in each hand, palms facing each other. | Place one foot on the ground and extend the other leg straight out in front of you. | Lean forward slightly and bring your arms out to the sides, keeping a slight bend in your elbows. | Slowly lower the dumbbells down and out to the sides, feeling a stretch in your chest. | (gentle variation) Pause for a moment at the bottom, then squeeze your chest muscles to bring the dumbbells back up to the starting position. | Repeat for the desired number of repetitions, then switch legs and repeat."
gironda sternum chin,lats,biceps|middle back,body only,compound,,other,3,strength,intermediate,4,5,1.25,2,36,2,https://static.exercisedb.dev/media/IL0JUxR.gif,9,8,7,6,8,3,6,180,4,8,12,90,3,12,20,45,3,15,25,30,3,8,15,60,3,,"Stand facing a high bar with your feet shoulder-width apart. | Reach up and grab the bar with an overhand grip, slightly wider than shoulder-width apart. | Hang from the bar with your arms fully extended and your body straight. | Engage your lats and biceps to pull your chest up towards the bar, leading with your sternum. | Pause for a moment at the top, then slowly lower yourself back down to the starting position. | Repeat for the desired number of repetitions."
glute bridge march,glutes,hamstrings|quadriceps,body only,compound,,hip_hinge,3,strength,intermediate,9,9,1.0,9,72,2,https://static.exercisedb.dev/media/GibBPPg.gif,9,8,7,6,8,3,6,180,4,8,12,90,3,12,20,45,3,15,25,30,3,8,15,60,3,disc_herniation|lower_back_injury|sciatica,"Lie flat on your back with your knees bent and feet flat on the ground. | Engage your glutes and lift your hips off the ground, forming a straight line from your knees to your shoulders. | While keeping your hips lifted, lift one foot off the ground and bring your knee towards your chest. | Lower your foot back to the ground and repeat the movement with the other leg. | Continue alternating legs in a marching motion while maintaining the bridge position. | Repeat for the desired number of repetitions."
glute bridge two legs on bench (male),glutes,hamstrings,body only,compound,,hip_hinge,3,strength,intermediate,9,9,1.0,9,72,2,https://static.exercisedb.dev/media/aWedzZX.gif,9,8,7,6,8,3,6,180,4,8,12,90,3,12,20,45,3,15,25,30,3,8,15,60,3,disc_herniation|lower_back_injury|sciatica,"Sit on the edge of a bench with your back against it and your feet flat on the ground. | Place your hands on the bench beside your hips for support. | Engage your glutes and hamstrings, then lift your hips off the bench until your body forms a straight line from your knees to your shoulders. | Pause for a moment at the top, then slowly lower your hips back down to the starting position. | Repeat for the desired number of repetitions."
glute-ham raise,hamstrings,glutes|lower back,body only,isolation,pull,other,3,strength,intermediate,2,5,2.5,2,36,5,https://static.exercisedb.dev/media/Vvwjz6N.gif,5,9,7,8,7,6,10,120,3,10,15,60,3,15,25,30,3,20,30,20,2,10,15,60,3,hamstring_strain|knee_injury,"Adjust the glute-ham raise machine to fit your body. | Position yourself face down on the machine with your ankles secured. | Place your hands on your chest or cross them over your chest. | Engage your hamstrings and glutes to lift your upper body up towards the ceiling. | Continue lifting until your body is in a straight line from your head to your heels. | Pause for a moment at the top, then slowly lower your body back down to the starting position. | Repeat for the desired number of repetitions."
gorilla chin,abdominals,forearms|biceps,body only,compound,,other,3,strength,intermediate,4,5,1.25,2,36,2,https://static.exercisedb.dev/media/bmwlYvD.gif,9,8,7,6,8,3,6,180,4,8,12,90,3,12,20,45,3,15,25,30,3,8,15,60,3,,"Stand with your feet shoulder-width apart and your knees slightly bent. | Grasp a pull-up bar with an overhand grip, slightly wider than shoulder-width apart. | Hang from the bar with your arms fully extended and your palms facing away from you. | Engage your core and pull your body up towards the bar, bringing your chin above the bar. | Pause for a moment at the top, then slowly lower your body back down to the starting position. | Repeat for the desired number of repetitions."
groin crunch,abdominals,quadriceps,body only,compound,,core_flexion,3,strength,intermediate,3,5,1.67,1,24,2,https://static.exercisedb.dev/media/mWppALS.gif,9,8,7,6,8,3,6,180,4,8,12,90,3,12,20,45,3,15,25,30,3,8,15,60,3,diastasis_recti|disc_herniation|lower_back_injury,"Lie flat on your back with your knees bent and feet flat on the ground. | Place your hands behind your head with your elbows pointing outwards. | Engaging your abs, lift your legs off the ground, bringing your knees towards your chest. | Pause for a moment at the top, then slowly lower your legs back down to the starting position. | Repeat for the desired number of repetitions."
half sit-up (male),abdominals,quadriceps,body only,compound,,core_flexion,3,strength,intermediate,3,5,1.67,1,24,2,https://static.exercisedb.dev/media/iQ241UP.gif,9,8,7,6,8,3,6,180,4,8,12,90,3,12,20,45,3,15,25,30,3,8,15,60,3,diastasis_recti|disc_herniation|lower_back_injury,"Lie flat on your back with your knees bent and feet flat on the ground. | Place your hands behind your head with your elbows pointing outwards. | Engaging your abs, slowly lift your upper body off the ground, curling forward until your torso is at a 45-degree angle. | Pause for a moment at the top, then slowly lower your upper body back down to the starting position. | Repeat for the desired number of repetitions."
hamstring stretch,hamstrings,glutes,body only,compound,,other,3,strength,intermediate,4,5,1.25,2,36,2,https://static.exercisedb.dev/media/99rWm7w.gif,9,8,7,6,8,3,6,180,4,8,12,90,3,12,20,45,3,15,25,30,3,8,15,60,3,,"Stand with your feet shoulder-width apart. | Step forward with your right foot and shift your weight onto your right leg. | Keeping your back straight, slowly bend forward at the hips, reaching towards your right foot with both hands. | Hold the stretch for 20-30 seconds, then return to the starting position. | Repeat on the other side."
hands bike,chest,triceps|shoulders,other,compound,,other,3,strength,intermediate,4,5,1.25,2,36,2,https://static.exercisedb.dev/media/pAIWRGu.gif,9,8,7,6,8,3,6,180,4,8,12,90,3,12,20,45,3,15,25,30,3,8,15,60,3,,"Adjust the seat height and handlebar position to a comfortable level. | Sit on the ergometer with your back straight and feet on the pedals. | Grasp the handles with your hands and position your arms at a 90-degree angle. | Start pedaling with your hands, pushing and pulling the handles in a controlled motion. | Continue pedaling for the desired duration or number of repetitions."
hands reversed clasped circular toe touch (male),glutes,hamstrings|quadriceps|calves,body only,compound,,core_flexion,3,strength,intermediate,3,5,1.67,1,24,2,https://static.exercisedb.dev/media/yq3GAJX.gif,9,8,7,6,8,3,6,180,4,8,12,90,3,12,20,45,3,15,25,30,3,8,15,60,3,diastasis_recti|disc_herniation|lower_back_injury,"Stand with your feet shoulder-width apart and your arms extended to the sides. | Bend forward at the waist, keeping your back straight and your knees slightly bent. | Reach down with your hands and clasp them together behind your legs. | Slowly raise your hands up and over your head in a circular motion, keeping your legs straight. | Continue the circular motion until your hands touch your toes. | Reverse the motion and bring your hands back down to the starting position. | Repeat for the desired number of repetitions."
handstand,triceps,shoulders,body only,compound,,other,5,strength,advanced,4,5,1.25,2,48,2,https://static.exercisedb.dev/media/XooAdhl.gif,9,8,7,6,8,3,6,180,4,8,12,90,3,12,20,45,3,15,25,30,3,8,15,60,3,,"Find an open space with enough room to perform a handstand. | Place your hands on the ground shoulder-width apart, fingers pointing forward. | Kick your legs up towards the wall, using your core and shoulders to maintain balance. | Once in a handstand position, engage your triceps to support your body weight. | Hold the handstand for as long as you can maintain balance. | To come down, slowly lower your legs back to the ground. | Repeat for the desired number of repetitions."
handstand push-up,triceps,shoulders|chest,body only,compound,,horizontal_push,5,strength,advanced,6,8,1.33,2,60,2,https://static.exercisedb.dev/media/rQxwMxO.gif,9,8,7,6,8,3,6,180,4,8,12,90,3,12,20,45,3,15,25,30,3,8,15,60,3,pec_tear|rotator_cuff_tear|shoulder_impingement,"Find a wall and face away from it, standing a few feet away. | Place your hands on the ground shoulder-width apart and kick your feet up against the wall, coming into a handstand position. | Bend your elbows and lower your head towards the ground, keeping your body in a straight line. | Push through your hands and extend your arms to return to the starting position. | Repeat for the desired number of repetitions."
hanging leg hip raise,abdominals,quadriceps|lower back,body only,isolation,,other,3,strength,intermediate,2,5,2.5,2,36,5,https://static.exercisedb.dev/media/VEcJRo2.gif,5,9,7,8,7,6,10,120,3,10,15,60,3,15,25,30,3,20,30,20,2,10,15,60,3,,"Hang from a pull-up bar with your arms fully extended and your palms facing away from you. | Engage your core and lift your legs up by flexing your hips and knees until your thighs are parallel to the ground. | Pause for a moment at the top, then slowly lower your legs back down to the starting position. | Repeat for the desired number of repetitions."
hanging pike weak,abdominals,quadriceps|shoulders,body only,compound,,other,3,strength,intermediate,4,5,1.25,2,36,2,https://static.exercisedb.dev/media/Sa8mzWc.gif,9,8,7,6,8,3,6,180,4,8,12,90,3,12,20,45,3,15,25,30,3,8,15,60,3,,"Hang from a pull-up bar with your arms fully extended and your palms facing away from you. | Engage your core and lift your legs up towards the bar, keeping them straight. | Continue lifting until your body forms a 'V' shape, with your legs parallel to the ground. Emphasize weak control. | Hold the position for a moment, then slowly lower your legs back down to the starting position. | Repeat for the desired number of repetitions."
hanging pike with intense,abdominals,quadriceps|shoulders,body only,compound,,other,3,strength,intermediate,4,5,1.25,2,36,2,https://static.exercisedb.dev/media/gdPIyyO.gif,9,8,7,6,8,3,6,180,4,8,12,90,3,12,20,45,3,15,25,30,3,8,15,60,3,,"Hang from a pull-up bar with your arms fully extended and your palms facing away from you. | Engage your core and lift your legs up towards the bar, keeping them straight. | (intense variation) Continue lifting until your body forms a 'V' shape, with your legs parallel to the ground. | Hold the position for a moment, then slowly lower your legs back down to the starting position. | Repeat for the desired number of repetitions."
hanging straight leg hip raise,abdominals,quadriceps,body only,isolation,,other,3,strength,intermediate,2,5,2.5,2,36,5,https://static.exercisedb.dev/media/pj0X0tF.gif,5,9,7,8,7,6,10,120,3,10,15,60,3,15,25,30,3,20,30,20,2,10,15,60,3,,"Hang from a pull-up bar with your arms fully extended and your palms facing away from you. | Engage your core and lift your legs up in front of you until they are parallel to the ground. | Pause for a moment at the top, then slowly lower your legs back down to the starting position. | Repeat for the desired number of repetitions."
hanging straight leg raise,abdominals,quadriceps,body only,isolation,,core_flexion,3,strength,intermediate,1,5,5.0,1,24,5,https://static.exercisedb.dev/media/4Ml7QFO.gif,5,9,7,8,7,6,10,120,3,10,15,60,3,15,25,30,3,20,30,20,2,10,15,60,3,diastasis_recti|disc_herniation|lower_back_injury,"Hang from a pull-up bar with your arms fully extended and your palms facing away from you. | Engage your core and lift your legs up in front of you, keeping them straight. | Continue lifting until your legs are parallel to the ground or as high as you can comfortably go. | Pause for a moment at the top, then slowly lower your legs back down to the starting position. | Repeat for the desired number of repetitions."
hanging straight leg raise with elevated,abdominals,quadriceps,body only,isolation,,core_flexion,3,strength,intermediate,1,5,5.0,1,24,5,https://static.exercisedb.dev/media/6vcvsLS.gif,5,9,7,8,7,6,10,120,3,10,15,60,3,15,25,30,3,20,30,20,2,10,15,60,3,diastasis_recti|disc_herniation|lower_back_injury,"Hang from a pull-up bar with your arms fully extended and your palms facing away from you. | Engage your core and lift your legs up in front of you, keeping them straight. | Continue lifting until your legs are parallel to the ground or as high as you can comfortably go. Maintain elevated form throughout. | Pause for a moment at the top, then slowly lower your legs back down to the starting position. | Repeat for the desired number of repetitions."
hanging straight twisting leg hip raise,abdominals,abdominals|quadriceps,body only,isolation,,other,3,strength,intermediate,2,5,2.5,2,36,5,https://static.exercisedb.dev/media/Q6bvyen.gif,5,9,7,8,7,6,10,120,3,10,15,60,3,15,25,30,3,20,30,20,2,10,15,60,3,,"Hang from a pull-up bar with your arms fully extended and your legs straight. | Engage your core and lift your legs up towards your chest, keeping them straight. | Once your legs are parallel to the ground, twist your hips to one side, bringing your legs towards that side. | Pause for a moment, then return to the starting position. | Repeat the movement, but this time twist your hips to the opposite side. | Continue alternating sides for the desired number of repetitions."
hanging straight twisting leg hip raise with compound,abdominals,abdominals|quadriceps,body only,isolation,,other,3,strength,intermediate,2,5,2.5,2,36,5,https://static.exercisedb.dev/media/WFucoe6.gif,5,9,7,8,7,6,10,120,3,10,15,60,3,15,25,30,3,20,30,20,2,10,15,60,3,,"Hang from a pull-up bar with your arms fully extended and your legs straight. | Engage your core and lift your legs up towards your chest, keeping them straight. Perform with compound intensity. | Once your legs are parallel to the ground, twist your hips to one side, bringing your legs towards that side. | Pause for a moment, then return to the starting position. | Repeat the movement, but this time twist your hips to the opposite side. | Continue alternating sides for the desired number of repetitions."
high style scapula push-up,abdominals,triceps|shoulders,body only,compound,,horizontal_push,3,strength,intermediate,6,8,1.33,2,48,2,https://static.exercisedb.dev/media/gMyx3Qn.gif,9,8,7,6,8,3,6,180,4,8,12,90,3,12,20,45,3,15,25,30,3,8,15,60,3,pec_tear|rotator_cuff_tear|shoulder_impingement,"Start in a high plank position with your hands directly under your shoulders and your body in a straight line. | Lower your chest towards the ground, keeping your elbows close to your body. | As you lower, squeeze your shoulder blades together and push your chest forward. Focus on high movement. | Pause for a moment at the bottom, then push back up to the starting position. | Repeat for the desired number of repetitions."
hold style dumbbell alternating seated bicep curl on exercise ball,biceps,forearms,dumbbell,isolation,,elbow_flexion,3,strength,intermediate,2,6,3.0,0,24,5,https://static.exercisedb.dev/media/xmWQIlT.gif,5,9,7,8,7,6,10,120,3,10,15,60,3,15,25,30,3,20,30,20,2,10,15,60,3,bicep_tendinitis|elbow_tendinitis|golfers_elbow,"Sit on an exercise ball with your feet flat on the ground and your back straight. | Hold a dumbbell in each hand with your palms facing forward and your arms fully extended. | Keeping your upper arms stationary, exhale and curl one dumbbell while rotating your forearm until your palm is facing your shoulder. | (hold variation) Inhale and slowly lower the dumbbell back to the starting position. | Repeat the curl with the other arm. | Continue alternating curls for the desired number of repetitions."
horizontal dumbbell standing alternate overhead press,shoulders,triceps,dumbbell,compound,,vertical_push,3,strength,intermediate,7,8,1.14,6,48,2,https://static.exercisedb.dev/media/gWcZD4q.gif,9,8,7,6,8,3,6,180,4,8,12,90,3,12,20,45,3,15,25,30,3,8,15,60,3,neck_injury|rotator_cuff_tear|shoulder_impingement,"Stand with your feet shoulder-width apart, holding a dumbbell in each hand at shoulder level with your palms facing forward. | (horizontal variation) Press one dumbbell overhead, fully extending your arm. | Lower the dumbbell back to shoulder level. | Repeat with the other arm. | Continue alternating arms for the desired number of repetitions."
hug keens to chest,glutes,hamstrings|quadriceps,body only,compound,,other,3,strength,intermediate,4,5,1.25,2,36,2,https://static.exercisedb.dev/media/znP9SIh.gif,9,8,7,6,8,3,6,180,4,8,12,90,3,12,20,45,3,15,25,30,3,8,15,60,3,,"Start by standing with your feet shoulder-width apart. | Bend your knees and lower your body down into a squat position. | As you squat down, bring your knees up towards your chest and hug them with your arms. | Hold this position for a moment, then slowly return to the starting position. | Repeat for the desired number of repetitions."
hyght dumbbell fly,chest,shoulders,dumbbell,isolation,,other,3,strength,intermediate,3,5,1.67,2,36,5,https://static.exercisedb.dev/media/P9ZRyLT.gif,5,9,7,8,7,6,10,120,3,10,15,60,3,15,25,30,3,20,30,20,2,10,15,60,3,,"Lie flat on a bench with a dumbbell in each hand, palms facing each other. | Extend your arms straight up over your chest, with a slight bend in your elbows. | Keeping a slight bend in your elbows, lower the dumbbells out to the sides in a wide arc until you feel a stretch in your chest. | Pause for a moment, then reverse the movement and bring the dumbbells back to the starting position. | Repeat for the desired number of repetitions."
hyperextension,lower back,glutes|hamstrings,body only,compound,,hip_hinge,3,strength,intermediate,9,9,1.0,9,72,2,https://static.exercisedb.dev/media/zhMwOwE.gif,9,8,7,6,8,3,6,180,4,8,12,90,3,12,20,45,3,15,25,30,3,8,15,60,3,disc_herniation|lower_back_injury|sciatica,"Adjust the hyperextension bench so that your upper thighs are resting on the pad and your feet are secured. | Cross your arms over your chest or place your hands behind your head. | Lower your upper body towards the ground while keeping your back straight. | Pause for a moment at the bottom, then raise your upper body back up until it is in line with your legs. | Repeat for the desired number of repetitions."
hyperextension (on bench),lower back,glutes|hamstrings,body only,compound,,hip_hinge,3,strength,intermediate,9,9,1.0,9,72,2,https://static.exercisedb.dev/media/zkgRrbK.gif,9,8,7,6,8,3,6,180,4,8,12,90,3,12,20,45,3,15,25,30,3,8,15,60,3,disc_herniation|lower_back_injury|sciatica,"Adjust the hyperextension bench so that your hips are resting comfortably on the pad and your feet are secured. | Cross your arms over your chest or place your hands behind your head. | Slowly lower your upper body towards the ground while keeping your back straight. | Pause for a moment at the bottom, then raise your upper body back up until it is in line with your legs. | Repeat for the desired number of repetitions."
impossible dips,triceps,chest|shoulders,body only,compound,,horizontal_push,3,strength,intermediate,6,8,1.33,2,48,2,https://static.exercisedb.dev/media/05Cf2v8.gif,9,8,7,6,8,3,6,180,4,8,12,90,3,12,20,45,3,15,25,30,3,8,15,60,3,pec_tear|rotator_cuff_tear|shoulder_impingement,"Position yourself between two parallel bars with your arms fully extended and your body suspended in the air. | Bend your knees and cross your ankles. | Lower your body by bending your elbows until your upper arms are parallel to the ground. | Pause for a moment, then push yourself back up to the starting position by straightening your arms. | Repeat for the desired number of repetitions."
improved sphinx,lower back,glutes|hamstrings,body only,compound,,other,3,strength,intermediate,4,5,1.25,2,36,2,https://static.exercisedb.dev/media/O3INw8V.gif,9,8,7,6,8,3,6,180,4,8,12,90,3,12,20,45,3,15,25,30,3,8,15,60,3,,"Lie face down on the ground with your forearms flat on the floor, elbows directly under your shoulders. | Engage your core and lift your chest off the ground, keeping your forearms and toes on the floor. | Hold this position for a few seconds, making sure to keep your neck in a neutral position. | Slowly lower your chest back down to the starting position. Emphasize improved control. | Repeat for the desired number of repetitions."
inchworm v. 2,abdominals,shoulders|hamstrings,body only,compound,,other,3,strength,intermediate,4,5,1.25,2,36,2,https://static.exercisedb.dev/media/TV87DNB.gif,9,8,7,6,8,3,6,180,4,8,12,90,3,12,20,45,3,15,25,30,3,8,15,60,3,,"Start in a standing position with your feet hip-width apart. | Bend forward at the waist and place your hands on the ground in front of you. | Walk your hands forward until you are in a high plank position, with your body in a straight line from head to toe. | Keeping your legs straight, walk your feet towards your hands, bringing your hips up towards the ceiling. | Continue walking your hands forward, repeating the movement for the desired number of repetitions."
incline close-grip push-up,triceps,chest|shoulders,body only,compound,,horizontal_push,3,strength,intermediate,6,8,1.33,0,48,2,https://static.exercisedb.dev/media/1YB40kg.gif,9,8,7,6,8,3,6,180,4,8,12,90,3,12,20,45,3,15,25,30,3,8,15,60,3,pec_tear|rotator_cuff_tear|shoulder_impingement,"Place your hands on an elevated surface, such as a bench or step, slightly wider than shoulder-width apart. | Extend your legs behind you, resting on the balls of your feet, with your body forming a straight line from head to heels. | Lower your chest towards the elevated surface by bending your elbows, keeping them close to your sides. | Pause for a moment at the bottom, then push yourself back up to the starting position by straightening your arms. | Repeat for the desired number of repetitions."
incline leg hip raise (leg straight),abdominals,quadriceps,body only,isolation,,other,3,strength,intermediate,2,5,2.5,0,36,5,https://static.exercisedb.dev/media/eVxAzgz.gif,5,9,7,8,7,6,10,120,3,10,15,60,3,15,25,30,3,20,30,20,2,10,15,60,3,,"Lie on an incline bench with your back flat against the bench and your legs extended straight out in front of you. | Place your hands on the sides of the bench for support. | Engaging your abs, lift your legs off the bench, raising them as high as you can while keeping them straight. | Pause for a moment at the top, then slowly lower your legs back down to the starting position. | Repeat for the desired number of repetitions."
incline push up depth jump,chest,triceps|shoulders,body only,compound,push,horizontal_push,3,strength,intermediate,6,8,1.33,0,48,2,https://static.exercisedb.dev/media/CB8WET1.gif,9,8,7,6,8,3,6,180,4,8,12,90,3,12,20,45,3,15,25,30,3,8,15,60,3,pec_tear|rotator_cuff_tear|shoulder_impingement,"Find an elevated surface, such as a bench or step, and place your hands shoulder-width apart on the edge. | Step your feet back, keeping your body in a straight line from head to heels. | Lower your chest towards the edge of the surface, bending your elbows and keeping your body aligned. | Push through your palms to extend your arms and return to the starting position. | Jump off the edge of the surface, landing softly with your knees slightly bent. | Repeat the push-up and depth jump for the desired number of repetitions."
incline push-up (on box),chest,triceps|shoulders,body only,compound,,horizontal_push,3,strength,intermediate,6,8,1.33,0,48,2,https://static.exercisedb.dev/media/F7vjXqT.gif,9,8,7,6,8,3,6,180,4,8,12,90,3,12,20,45,3,15,25,30,3,8,15,60,3,pec_tear|rotator_cuff_tear|shoulder_impingement,"Place your hands on the edge of a box or elevated surface, slightly wider than shoulder-width apart. | Extend your legs behind you, resting on the balls of your feet, creating a straight line from your head to your heels. | Lower your chest towards the box by bending your elbows, keeping your body in a straight line. | Pause for a moment at the bottom, then push yourself back up to the starting position by straightening your arms. | Repeat for the desired number of repetitions."
incline reverse grip push-up,chest,triceps|shoulders,body only,compound,,horizontal_push,3,strength,intermediate,6,8,1.33,0,48,2,https://static.exercisedb.dev/media/XaaRnRn.gif,9,8,7,6,8,3,6,180,4,8,12,90,3,12,20,45,3,15,25,30,3,8,15,60,3,pec_tear|rotator_cuff_tear|shoulder_impingement,"Place your hands on the edge of a bench or elevated surface, slightly wider than shoulder-width apart. | Extend your legs behind you, resting on the balls of your feet, creating a straight line from your head to your heels. | Lower your chest towards the bench by bending your elbows, keeping them close to your sides. | Pause for a moment at the bottom, then push yourself back up to the starting position by extending your arms. | Repeat for the desired number of repetitions."
