name,targetMuscles,bodyParts,equipments,secondaryMuscles,instructions,movement_pattern,difficulty_level,exercise_type,recommended_rep_min,recommended_rep_max,rest_seconds,unilateral,metabolic_load_score
kettlebell biceps curl,biceps,chest,Cable,hamstrings,"Step:1 Stand in a stable position preparing to perform the 'Kettlebell Biceps Curl'. Step:2 Grab the Cable securely and set up your stance according to proper form. Step:3 Execute the main movement: focus on controlled motion targeting the biceps. Step:4 Maintain a controlled tempo, exhale during the exertion phase and inhale during the return. Step:5 Keep a neutral spine, engage your core, and avoid locking joints at full extension. Step:6 Repeat for desired repetitions, starting with 8–12 reps for general strength or adjust as needed. Step:7 Secondary muscles engaged: hamstrings. Step:8 After finishing, perform a brief cool-down and stretch the worked muscles.",isolation,intermediate,isolation,10,12,61,False,4
standing levator scapulae lunge,levator scapulae,cardio,Medicine Ball,groin,"Step:1 Stand in a stable position preparing to perform the 'Standing Levator Scapulae Lunge'. Step:2 Grab the Medicine Ball securely and set up your stance according to proper form. Step:3 Execute the main movement: focus on controlled motion targeting the levator scapulae. Step:4 Maintain a controlled tempo, exhale during the exertion phase and inhale during the return. Step:5 Keep a neutral spine, engage your core, and avoid locking joints at full extension. Step:6 Repeat for desired repetitions, starting with 8–12 reps for general strength or adjust as needed. Step:7 Secondary muscles engaged: groin. Step:8 After finishing, perform a brief cool-down and stretch the worked muscles.",lunge,intermediate,compound,6,11,111,True,4
incline quads squat,quads,waist,leverage machine,sternocleidomastoid,"Step:1 Stand in a stable position preparing to perform the 'Incline Quads Squat'. Step:2 Grab the leverage machine securely and set up your stance according to proper form. Step:3 Execute the main movement: focus on controlled motion targeting the quads. Step:4 Maintain a controlled tempo, exhale during the exertion phase and inhale during the return. Step:5 Keep a neutral spine, engage your core, and avoid locking joints at full extension. Step:6 Repeat for desired repetitions, starting with 8–12 reps for general strength or adjust as needed. Step:7 Secondary muscles engaged: sternocleidomastoid. Step:8 After finishing, perform a brief cool-down and stretch the worked muscles.",squat,beginner,compound,7,10,114,False,6
advanced adductors raise,adductors,cardio,band,calves,"Step:1 Stand in a stable position preparing to perform the 'Advanced Adductors Raise'. Step:2 Grab the band securely and set up your stance according to proper form. Step:3 Execute the main movement: focus on controlled motion targeting the adductors. Step:4 Maintain a controlled tempo, exhale during the exertion phase and inhale during the return. Step:5 Keep a neutral spine, engage your core, and avoid locking joints at full extension. Step:6 Repeat for desired repetitions, starting with 8–12 reps for general strength or adjust as needed. Step:7 Secondary muscles engaged: calves. Step:8 After finishing, perform a brief cool-down and stretch the worked muscles.",general,intermediate,isolation,12,13,54,False,5
band biceps extension,biceps,cardio,Weighted  Chest Dip,obliques,"Step:1 Stand in a stable position preparing to perform the 'Band Biceps Extension'. Step:2 Grab the Weighted  Chest Dip securely and set up your stance according to proper form. Step:3 Execute the main movement: focus on controlled motion targeting the biceps. Step:4 Maintain a controlled tempo, exhale during the exertion phase and inhale during the return. Step:5 Keep a neutral spine, engage your core, and avoid locking joints at full extension. Step:6 Repeat for desired repetitions, starting with 8–12 reps for general strength or adjust as needed. Step:7 Secondary muscles engaged: obliques. Step:8 After finishing, perform a brief cool-down and stretch the worked muscles.",isolation,intermediate,isolation,12,12,61,False,4
standing abductors pull,abductors,chest,Sled (plate loaded),soleus,"Step:1 Stand in a stable position preparing to perform the 'Standing Abductors Pull'. Step:2 Grab the Sled (plate loaded) securely and set up your stance according to proper form. Step:3 Execute the main movement: focus on controlled motion targeting the abductors. Step:4 Maintain a controlled tempo, exhale during the exertion phase and inhale during the return. Step:5 Keep a neutral spine, engage your core, and avoid locking joints at full extension. Step:6 Repeat for desired repetitions, starting with 8–12 reps for general strength or adjust as needed. Step:7 Secondary muscles engaged: soleus. Step:8 After finishing, perform a brief cool-down and stretch the worked muscles.",vertical_pull,intermediate,compound,7,12,103,False,4
standing spine row,spine,chest,E-Z Curl Bar,shoulders,"Step:1 Stand in a stable position preparing to perform the 'Standing Spine Row'. Step:2 Grab the E-Z Curl Bar securely and set up your stance according to proper form. Step:3 Execute the main movement: focus on controlled motion targeting the spine. Step:4 Maintain a controlled tempo, exhale during the exertion phase and inhale during the return. Step:5 Keep a neutral spine, engage your core, and avoid locking joints at full extension. Step:6 Repeat for desired repetitions, starting with 8–12 reps for general strength or adjust as needed. Step:7 Secondary muscles engaged: shoulders. Step:8 After finishing, perform a brief cool-down and stretch the worked muscles.",horizontal_pull,intermediate,compound,7,10,112,False,4
single-leg cardiovascular system curl,cardiovascular system,shoulders,trap bar,deltoids,"Step:1 Stand in a stable position preparing to perform the 'Single-Leg Cardiovascular System Curl'. Step:2 Grab the trap bar securely and set up your stance according to proper form. Step:3 Execute the main movement: focus on controlled motion targeting the cardiovascular system. Step:4 Maintain a controlled tempo, exhale during the exertion phase and inhale during the return. Step:5 Keep a neutral spine, engage your core, and avoid locking joints at full extension. Step:6 Repeat for desired repetitions, starting with 8–12 reps for general strength or adjust as needed. Step:7 Secondary muscles engaged: deltoids. Step:8 After finishing, perform a brief cool-down and stretch the worked muscles.",isolation,intermediate,isolation,12,13,62,False,5
band adductors lunge,adductors,back,Other,deltoids,"Step:1 Stand in a stable position preparing to perform the 'Band Adductors Lunge'. Step:2 Grab the Other securely and set up your stance according to proper form. Step:3 Execute the main movement: focus on controlled motion targeting the adductors. Step:4 Maintain a controlled tempo, exhale during the exertion phase and inhale during the return. Step:5 Keep a neutral spine, engage your core, and avoid locking joints at full extension. Step:6 Repeat for desired repetitions, starting with 8–12 reps for general strength or adjust as needed. Step:7 Secondary muscles engaged: deltoids. Step:8 After finishing, perform a brief cool-down and stretch the worked muscles.",lunge,intermediate,compound,6,10,114,True,4
band upper back extension,upper back,chest,smith machine,hamstrings,"Step:1 Stand in a stable position preparing to perform the 'Band Upper Back Extension'. Step:2 Grab the smith machine securely and set up your stance according to proper form. Step:3 Execute the main movement: focus on controlled motion targeting the upper back. Step:4 Maintain a controlled tempo, exhale during the exertion phase and inhale during the return. Step:5 Keep a neutral spine, engage your core, and avoid locking joints at full extension. Step:6 Repeat for desired repetitions, starting with 8–12 reps for general strength or adjust as needed. Step:7 Secondary muscles engaged: hamstrings. Step:8 After finishing, perform a brief cool-down and stretch the worked muscles.",isolation,beginner,isolation,12,12,49,False,6
seated lats curl,lats,waist,Lever (selectorized)  Chest Dip,forearms,"Step:1 Stand in a stable position preparing to perform the 'Seated Lats Curl'. Step:2 Grab the Lever (selectorized)  Chest Dip securely and set up your stance according to proper form. Step:3 Execute the main movement: focus on controlled motion targeting the lats. Step:4 Maintain a controlled tempo, exhale during the exertion phase and inhale during the return. Step:5 Keep a neutral spine, engage your core, and avoid locking joints at full extension. Step:6 Repeat for desired repetitions, starting with 8–12 reps for general strength or adjust as needed. Step:7 Secondary muscles engaged: forearms. Step:8 After finishing, perform a brief cool-down and stretch the worked muscles.",isolation,intermediate,isolation,12,12,57,False,3
single-leg abductors row,abductors,waist,Bands,lower back,"Step:1 Stand in a stable position preparing to perform the 'Single-Leg Abductors Row'. Step:2 Grab the Bands securely and set up your stance according to proper form. Step:3 Execute the main movement: focus on controlled motion targeting the abductors. Step:4 Maintain a controlled tempo, exhale during the exertion phase and inhale during the return. Step:5 Keep a neutral spine, engage your core, and avoid locking joints at full extension. Step:6 Repeat for desired repetitions, starting with 8–12 reps for general strength or adjust as needed. Step:7 Secondary muscles engaged: lower back. Step:8 After finishing, perform a brief cool-down and stretch the worked muscles.",horizontal_pull,intermediate,compound,6,10,104,False,5
single-leg lats lunge,lats,neck,upper body ergometer,inner thighs,"Step:1 Stand in a stable position preparing to perform the 'Single-Leg Lats Lunge'. Step:2 Grab the upper body ergometer securely and set up your stance according to proper form. Step:3 Execute the main movement: focus on controlled motion targeting the lats. Step:4 Maintain a controlled tempo, exhale during the exertion phase and inhale during the return. Step:5 Keep a neutral spine, engage your core, and avoid locking joints at full extension. Step:6 Repeat for desired repetitions, starting with 8–12 reps for general strength or adjust as needed. Step:7 Secondary muscles engaged: inner thighs. Step:8 After finishing, perform a brief cool-down and stretch the worked muscles.",lunge,intermediate,compound,8,10,109,True,6
explosive biceps extension,biceps,shoulders,dumbbell,biceps,"Step:1 Stand in a stable position preparing to perform the 'Explosive Biceps Extension'. Step:2 Grab the dumbbell securely and set up your stance according to proper form. Step:3 Execute the main movement: focus on controlled motion targeting the biceps. Step:4 Maintain a controlled tempo, exhale during the exertion phase and inhale during the return. Step:5 Keep a neutral spine, engage your core, and avoid locking joints at full extension. Step:6 Repeat for desired repetitions, starting with 8–12 reps for general strength or adjust as needed. Step:7 Secondary muscles engaged: biceps. Step:8 After finishing, perform a brief cool-down and stretch the worked muscles.",isolation,intermediate,isolation,12,13,60,False,5
incline glutes row,glutes,upper arms,Lever (plate loaded),lats,"Step:1 Stand in a stable position preparing to perform the 'Incline Glutes Row'. Step:2 Grab the Lever (plate loaded) securely and set up your stance according to proper form. Step:3 Execute the main movement: focus on controlled motion targeting the glutes. Step:4 Maintain a controlled tempo, exhale during the exertion phase and inhale during the return. Step:5 Keep a neutral spine, engage your core, and avoid locking joints at full extension. Step:6 Repeat for desired repetitions, starting with 8–12 reps for general strength or adjust as needed. Step:7 Secondary muscles engaged: lats. Step:8 After finishing, perform a brief cool-down and stretch the worked muscles.",horizontal_pull,intermediate,compound,8,12,105,False,4
seated delts lunge,delts,waist,hammer,rear deltoids,"Step:1 Stand in a stable position preparing to perform the 'Seated Delts Lunge'. Step:2 Grab the hammer securely and set up your stance according to proper form. Step:3 Execute the main movement: focus on controlled motion targeting the delts. Step:4 Maintain a controlled tempo, exhale during the exertion phase and inhale during the return. Step:5 Keep a neutral spine, engage your core, and avoid locking joints at full extension. Step:6 Repeat for desired repetitions, starting with 8–12 reps for general strength or adjust as needed. Step:7 Secondary muscles engaged: rear deltoids. Step:8 After finishing, perform a brief cool-down and stretch the worked muscles.",lunge,intermediate,compound,7,11,101,True,5
band delts curl,delts,lower arms,Barbell,rear deltoids,"Step:1 Stand in a stable position preparing to perform the 'Band Delts Curl'. Step:2 Grab the Barbell securely and set up your stance according to proper form. Step:3 Execute the main movement: focus on controlled motion targeting the delts. Step:4 Maintain a controlled tempo, exhale during the exertion phase and inhale during the return. Step:5 Keep a neutral spine, engage your core, and avoid locking joints at full extension. Step:6 Repeat for desired repetitions, starting with 8–12 reps for general strength or adjust as needed. Step:7 Secondary muscles engaged: rear deltoids. Step:8 After finishing, perform a brief cool-down and stretch the worked muscles.",isolation,advanced,isolation,11,15,57,False,3
kettlebell hamstrings pull,hamstrings,lower legs,Machine,latissimus dorsi,"Step:1 Stand in a stable position preparing to perform the 'Kettlebell Hamstrings Pull'. Step:2 Grab the Machine securely and set up your stance according to proper form. Step:3 Execute the main movement: focus on controlled motion targeting the hamstrings. Step:4 Maintain a controlled tempo, exhale during the exertion phase and inhale during the return. Step:5 Keep a neutral spine, engage your core, and avoid locking joints at full extension. Step:6 Repeat for desired repetitions, starting with 8–12 reps for general strength or adjust as needed. Step:7 Secondary muscles engaged: latissimus dorsi. Step:8 After finishing, perform a brief cool-down and stretch the worked muscles.",vertical_pull,beginner,compound,7,11,107,False,4
kettlebell levator scapulae curl,levator scapulae,cardio,leverage machine,core,"Step:1 Stand in a stable position preparing to perform the 'Kettlebell Levator Scapulae Curl'. Step:2 Grab the leverage machine securely and set up your stance according to proper form. Step:3 Execute the main movement: focus on controlled motion targeting the levator scapulae. Step:4 Maintain a controlled tempo, exhale during the exertion phase and inhale during the return. Step:5 Keep a neutral spine, engage your core, and avoid locking joints at full extension. Step:6 Repeat for desired repetitions, starting with 8–12 reps for general strength or adjust as needed. Step:7 Secondary muscles engaged: core. Step:8 After finishing, perform a brief cool-down and stretch the worked muscles.",isolation,beginner,isolation,11,13,68,False,7
standing cardiovascular system curl,cardiovascular system,neck,body weight,traps,"Step:1 Stand in a stable position preparing to perform the 'Standing Cardiovascular System Curl'. Step:2 Position your body using only your body weight and ensure stable footing. Step:3 Execute the main movement: focus on controlled motion targeting the cardiovascular system. Step:4 Maintain a controlled tempo, exhale during the exertion phase and inhale during the return. Step:5 Keep a neutral spine, engage your core, and avoid locking joints at full extension. Step:6 Repeat for desired repetitions, starting with 8–12 reps for general strength or adjust as needed. Step:7 Secondary muscles engaged: traps. Step:8 After finishing, perform a brief cool-down and stretch the worked muscles.",isolation,intermediate,isolation,12,12,73,False,7
cable abductors press,abductors,chest,Band-assisted,rhomboids,"Step:1 Stand in a stable position preparing to perform the 'Cable Abductors Press'. Step:2 Grab the Band-assisted securely and set up your stance according to proper form. Step:3 Execute the main movement: focus on controlled motion targeting the abductors. Step:4 Maintain a controlled tempo, exhale during the exertion phase and inhale during the return. Step:5 Keep a neutral spine, engage your core, and avoid locking joints at full extension. Step:6 Repeat for desired repetitions, starting with 8–12 reps for general strength or adjust as needed. Step:7 Secondary muscles engaged: rhomboids. Step:8 After finishing, perform a brief cool-down and stretch the worked muscles.",vertical_push,intermediate,compound,8,11,109,False,6
band abs squat,abs,upper legs,Sled (selectorized),traps,"Step:1 Stand in a stable position preparing to perform the 'Band Abs Squat'. Step:2 Grab the Sled (selectorized) securely and set up your stance according to proper form. Step:3 Execute the main movement: focus on controlled motion targeting the abs. Step:4 Maintain a controlled tempo, exhale during the exertion phase and inhale during the return. Step:5 Keep a neutral spine, engage your core, and avoid locking joints at full extension. Step:6 Repeat for desired repetitions, starting with 8–12 reps for general strength or adjust as needed. Step:7 Secondary muscles engaged: traps. Step:8 After finishing, perform a brief cool-down and stretch the worked muscles.",squat,intermediate,compound,8,12,101,False,5
kettlebell lats extension,lats,upper legs,Isometric,glutes,"Step:1 Stand in a stable position preparing to perform the 'Kettlebell Lats Extension'. Step:2 Grab the Isometric securely and set up your stance according to proper form. Step:3 Execute the main movement: focus on controlled motion targeting the lats. Step:4 Maintain a controlled tempo, exhale during the exertion phase and inhale during the return. Step:5 Keep a neutral spine, engage your core, and avoid locking joints at full extension. Step:6 Repeat for desired repetitions, starting with 8–12 reps for general strength or adjust as needed. Step:7 Secondary muscles engaged: glutes. Step:8 After finishing, perform a brief cool-down and stretch the worked muscles.",isolation,intermediate,isolation,12,13,70,False,7
cable traps raise,traps,neck,Lever (selectorized)  Chest Dip,abdominals,"Step:1 Stand in a stable position preparing to perform the 'Cable Traps Raise'. Step:2 Grab the Lever (selectorized)  Chest Dip securely and set up your stance according to proper form. Step:3 Execute the main movement: focus on controlled motion targeting the traps. Step:4 Maintain a controlled tempo, exhale during the exertion phase and inhale during the return. Step:5 Keep a neutral spine, engage your core, and avoid locking joints at full extension. Step:6 Repeat for desired repetitions, starting with 8–12 reps for general strength or adjust as needed. Step:7 Secondary muscles engaged: abdominals. Step:8 After finishing, perform a brief cool-down and stretch the worked muscles.",general,intermediate,isolation,11,12,62,False,4
kettlebell triceps raise,triceps,neck,skierg machine,calves,"Step:1 Stand in a stable position preparing to perform the 'Kettlebell Triceps Raise'. Step:2 Grab the skierg machine securely and set up your stance according to proper form. Step:3 Execute the main movement: focus on controlled motion targeting the triceps. Step:4 Maintain a controlled tempo, exhale during the exertion phase and inhale during the return. Step:5 Keep a neutral spine, engage your core, and avoid locking joints at full extension. Step:6 Repeat for desired repetitions, starting with 8–12 reps for general strength or adjust as needed. Step:7 Secondary muscles engaged: calves. Step:8 After finishing, perform a brief cool-down and stretch the worked muscles.",general,beginner,isolation,11,15,46,False,4
explosive upper back curl,upper back,lower legs,Lever,lower abs,"Step:1 Stand in a stable position preparing to perform the 'Explosive Upper Back Curl'. Step:2 Grab the Lever securely and set up your stance according to proper form. Step:3 Execute the main movement: focus on controlled motion targeting the upper back. Step:4 Maintain a controlled tempo, exhale during the exertion phase and inhale during the return. Step:5 Keep a neutral spine, engage your core, and avoid locking joints at full extension. Step:6 Repeat for desired repetitions, starting with 8–12 reps for general strength or adjust as needed. Step:7 Secondary muscles engaged: lower abs. Step:8 After finishing, perform a brief cool-down and stretch the worked muscles.",isolation,intermediate,isolation,10,12,54,False,4
decline serratus anterior curl,serratus anterior,cardio,skierg machine,triceps,"Step:1 Stand in a stable position preparing to perform the 'Decline Serratus Anterior Curl'. Step:2 Grab the skierg machine securely and set up your stance according to proper form. Step:3 Execute the main movement: focus on controlled motion targeting the serratus anterior. Step:4 Maintain a controlled tempo, exhale during the exertion phase and inhale during the return. Step:5 Keep a neutral spine, engage your core, and avoid locking joints at full extension. Step:6 Repeat for desired repetitions, starting with 8–12 reps for general strength or adjust as needed. Step:7 Secondary muscles engaged: triceps. Step:8 After finishing, perform a brief cool-down and stretch the worked muscles.",isolation,beginner,isolation,12,13,70,False,5
single-leg hamstrings squat,hamstrings,upper arms,elliptical machine,rotator cuff,"Step:1 Stand in a stable position preparing to perform the 'Single-Leg Hamstrings Squat'. Step:2 Grab the elliptical machine securely and set up your stance according to proper form. Step:3 Execute the main movement: focus on controlled motion targeting the hamstrings. Step:4 Maintain a controlled tempo, exhale during the exertion phase and inhale during the return. Step:5 Keep a neutral spine, engage your core, and avoid locking joints at full extension. Step:6 Repeat for desired repetitions, starting with 8–12 reps for general strength or adjust as needed. Step:7 Secondary muscles engaged: rotator cuff. Step:8 After finishing, perform a brief cool-down and stretch the worked muscles.",squat,beginner,compound,6,11,94,False,5
decline biceps squat,biceps,neck,Assisted  Chest Dip,rotator cuff,"Step:1 Stand in a stable position preparing to perform the 'Decline Biceps Squat'. Step:2 Grab the Assisted  Chest Dip securely and set up your stance according to proper form. Step:3 Execute the main movement: focus on controlled motion targeting the biceps. Step:4 Maintain a controlled tempo, exhale during the exertion phase and inhale during the return. Step:5 Keep a neutral spine, engage your core, and avoid locking joints at full extension. Step:6 Repeat for desired repetitions, starting with 8–12 reps for general strength or adjust as needed. Step:7 Secondary muscles engaged: rotator cuff. Step:8 After finishing, perform a brief cool-down and stretch the worked muscles.",squat,intermediate,compound,6,11,113,False,6
advanced calves curl,calves,lower arms,medicine ball,forearms,"Step:1 Stand in a stable position preparing to perform the 'Advanced Calves Curl'. Step:2 Grab the medicine ball securely and set up your stance according to proper form. Step:3 Execute the main movement: focus on controlled motion targeting the calves. Step:4 Maintain a controlled tempo, exhale during the exertion phase and inhale during the return. Step:5 Keep a neutral spine, engage your core, and avoid locking joints at full extension. Step:6 Repeat for desired repetitions, starting with 8–12 reps for general strength or adjust as needed. Step:7 Secondary muscles engaged: forearms. Step:8 After finishing, perform a brief cool-down and stretch the worked muscles.",isolation,intermediate,isolation,10,12,50,False,6
advanced quads raise,quads,shoulders,barbell,feet,"Step:1 Stand in a stable position preparing to perform the 'Advanced Quads Raise'. Step:2 Grab the barbell securely and set up your stance according to proper form. Step:3 Execute the main movement: focus on controlled motion targeting the quads. Step:4 Maintain a controlled tempo, exhale during the exertion phase and inhale during the return. Step:5 Keep a neutral spine, engage your core, and avoid locking joints at full extension. Step:6 Repeat for desired repetitions, starting with 8–12 reps for general strength or adjust as needed. Step:7 Secondary muscles engaged: feet. Step:8 After finishing, perform a brief cool-down and stretch the worked muscles.",general,advanced,isolation,10,15,54,False,5
single-leg traps raise,traps,lower arms,Lever,abdominals,"Step:1 Stand in a stable position preparing to perform the 'Single-Leg Traps Raise'. Step:2 Grab the Lever securely and set up your stance according to proper form. Step:3 Execute the main movement: focus on controlled motion targeting the traps. Step:4 Maintain a controlled tempo, exhale during the exertion phase and inhale during the return. Step:5 Keep a neutral spine, engage your core, and avoid locking joints at full extension. Step:6 Repeat for desired repetitions, starting with 8–12 reps for general strength or adjust as needed. Step:7 Secondary muscles engaged: abdominals. Step:8 After finishing, perform a brief cool-down and stretch the worked muscles.",general,intermediate,isolation,12,15,74,False,4
single-leg forearms raise,forearms,waist,Smith​​​​​​​,shins,"Step:1 Stand in a stable position preparing to perform the 'Single-Leg Forearms Raise'. Step:2 Grab the Smith​​​​​​​ securely and set up your stance according to proper form. Step:3 Execute the main movement: focus on controlled motion targeting the forearms. Step:4 Maintain a controlled tempo, exhale during the exertion phase and inhale during the return. Step:5 Keep a neutral spine, engage your core, and avoid locking joints at full extension. Step:6 Repeat for desired repetitions, starting with 8–12 reps for general strength or adjust as needed. Step:7 Secondary muscles engaged: shins. Step:8 After finishing, perform a brief cool-down and stretch the worked muscles.",general,intermediate,isolation,10,14,45,False,3
band abs pull,abs,lower legs,Isometric,glutes,"Step:1 Stand in a stable position preparing to perform the 'Band Abs Pull'. Step:2 Grab the Isometric securely and set up your stance according to proper form. Step:3 Execute the main movement: focus on controlled motion targeting the abs. Step:4 Maintain a controlled tempo, exhale during the exertion phase and inhale during the return. Step:5 Keep a neutral spine, engage your core, and avoid locking joints at full extension. Step:6 Repeat for desired repetitions, starting with 8–12 reps for general strength or adjust as needed. Step:7 Secondary muscles engaged: glutes. Step:8 After finishing, perform a brief cool-down and stretch the worked muscles.",vertical_pull,intermediate,compound,6,10,94,False,5
band serratus anterior squat,serratus anterior,cardio,hammer,obliques,"Step:1 Stand in a stable position preparing to perform the 'Band Serratus Anterior Squat'. Step:2 Grab the hammer securely and set up your stance according to proper form. Step:3 Execute the main movement: focus on controlled motion targeting the serratus anterior. Step:4 Maintain a controlled tempo, exhale during the exertion phase and inhale during the return. Step:5 Keep a neutral spine, engage your core, and avoid locking joints at full extension. Step:6 Repeat for desired repetitions, starting with 8–12 reps for general strength or adjust as needed. Step:7 Secondary muscles engaged: obliques. Step:8 After finishing, perform a brief cool-down and stretch the worked muscles.",squat,intermediate,compound,8,11,115,False,6
explosive serratus anterior raise,serratus anterior,cardio,wheel roller,hands,"Step:1 Stand in a stable position preparing to perform the 'Explosive Serratus Anterior Raise'. Step:2 Grab the wheel roller securely and set up your stance according to proper form. Step:3 Execute the main movement: focus on controlled motion targeting the serratus anterior. Step:4 Maintain a controlled tempo, exhale during the exertion phase and inhale during the return. Step:5 Keep a neutral spine, engage your core, and avoid locking joints at full extension. Step:6 Repeat for desired repetitions, starting with 8–12 reps for general strength or adjust as needed. Step:7 Secondary muscles engaged: hands. Step:8 After finishing, perform a brief cool-down and stretch the worked muscles.",general,intermediate,isolation,12,12,45,False,4
band pectorals row,pectorals,lower arms,Cable,lower abs,"Step:1 Stand in a stable position preparing to perform the 'Band Pectorals Row'. Step:2 Grab the Cable securely and set up your stance according to proper form. Step:3 Execute the main movement: focus on controlled motion targeting the pectorals. Step:4 Maintain a controlled tempo, exhale during the exertion phase and inhale during the return. Step:5 Keep a neutral spine, engage your core, and avoid locking joints at full extension. Step:6 Repeat for desired repetitions, starting with 8–12 reps for general strength or adjust as needed. Step:7 Secondary muscles engaged: lower abs. Step:8 After finishing, perform a brief cool-down and stretch the worked muscles.",horizontal_pull,intermediate,compound,6,12,111,False,5
seated abductors press,abductors,lower legs,Weighted,lats,"Step:1 Stand in a stable position preparing to perform the 'Seated Abductors Press'. Step:2 Grab the Weighted securely and set up your stance according to proper form. Step:3 Execute the main movement: focus on controlled motion targeting the abductors. Step:4 Maintain a controlled tempo, exhale during the exertion phase and inhale during the return. Step:5 Keep a neutral spine, engage your core, and avoid locking joints at full extension. Step:6 Repeat for desired repetitions, starting with 8–12 reps for general strength or adjust as needed. Step:7 Secondary muscles engaged: lats. Step:8 After finishing, perform a brief cool-down and stretch the worked muscles.",vertical_push,intermediate,compound,6,12,104,False,6
incline delts raise,delts,shoulders,Smith​​​​​​​,latissimus dorsi,"Step:1 Stand in a stable position preparing to perform the 'Incline Delts Raise'. Step:2 Grab the Smith​​​​​​​ securely and set up your stance according to proper form. Step:3 Execute the main movement: focus on controlled motion targeting the delts. Step:4 Maintain a controlled tempo, exhale during the exertion phase and inhale during the return. Step:5 Keep a neutral spine, engage your core, and avoid locking joints at full extension. Step:6 Repeat for desired repetitions, starting with 8–12 reps for general strength or adjust as needed. Step:7 Secondary muscles engaged: latissimus dorsi. Step:8 After finishing, perform a brief cool-down and stretch the worked muscles.",general,intermediate,isolation,10,15,64,False,7
kettlebell triceps press,triceps,upper arms,Band-assisted,rear deltoids,"Step:1 Stand in a stable position preparing to perform the 'Kettlebell Triceps Press'. Step:2 Grab the Band-assisted securely and set up your stance according to proper form. Step:3 Execute the main movement: focus on controlled motion targeting the triceps. Step:4 Maintain a controlled tempo, exhale during the exertion phase and inhale during the return. Step:5 Keep a neutral spine, engage your core, and avoid locking joints at full extension. Step:6 Repeat for desired repetitions, starting with 8–12 reps for general strength or adjust as needed. Step:7 Secondary muscles engaged: rear deltoids. Step:8 After finishing, perform a brief cool-down and stretch the worked muscles.",vertical_push,intermediate,compound,6,11,106,False,5
decline adductors pull,adductors,back,Cable,lats,"Step:1 Stand in a stable position preparing to perform the 'Decline Adductors Pull'. Step:2 Grab the Cable securely and set up your stance according to proper form. Step:3 Execute the main movement: focus on controlled motion targeting the adductors. Step:4 Maintain a controlled tempo, exhale during the exertion phase and inhale during the return. Step:5 Keep a neutral spine, engage your core, and avoid locking joints at full extension. Step:6 Repeat for desired repetitions, starting with 8–12 reps for general strength or adjust as needed. Step:7 Secondary muscles engaged: lats. Step:8 After finishing, perform a brief cool-down and stretch the worked muscles.",vertical_pull,intermediate,compound,7,12,99,False,6
advanced traps press,traps,lower arms,Dumbbell,ankle stabilizers,"Step:1 Stand in a stable position preparing to perform the 'Advanced Traps Press'. Step:2 Grab the Dumbbell securely and set up your stance according to proper form. Step:3 Execute the main movement: focus on controlled motion targeting the traps. Step:4 Maintain a controlled tempo, exhale during the exertion phase and inhale during the return. Step:5 Keep a neutral spine, engage your core, and avoid locking joints at full extension. Step:6 Repeat for desired repetitions, starting with 8–12 reps for general strength or adjust as needed. Step:7 Secondary muscles engaged: ankle stabilizers. Step:8 After finishing, perform a brief cool-down and stretch the worked muscles.",vertical_push,intermediate,compound,6,10,108,False,3
incline levator scapulae extension,levator scapulae,lower legs,Self-assisted,upper back,"Step:1 Stand in a stable position preparing to perform the 'Incline Levator Scapulae Extension'. Step:2 Grab the Self-assisted securely and set up your stance according to proper form. Step:3 Execute the main movement: focus on controlled motion targeting the levator scapulae. Step:4 Maintain a controlled tempo, exhale during the exertion phase and inhale during the return. Step:5 Keep a neutral spine, engage your core, and avoid locking joints at full extension. Step:6 Repeat for desired repetitions, starting with 8–12 reps for general strength or adjust as needed. Step:7 Secondary muscles engaged: upper back. Step:8 After finishing, perform a brief cool-down and stretch the worked muscles.",isolation,intermediate,isolation,11,13,60,False,6
single-leg traps extension,traps,upper legs,Sled (selectorized),back,"Step:1 Stand in a stable position preparing to perform the 'Single-Leg Traps Extension'. Step:2 Grab the Sled (selectorized) securely and set up your stance according to proper form. Step:3 Execute the main movement: focus on controlled motion targeting the traps. Step:4 Maintain a controlled tempo, exhale during the exertion phase and inhale during the return. Step:5 Keep a neutral spine, engage your core, and avoid locking joints at full extension. Step:6 Repeat for desired repetitions, starting with 8–12 reps for general strength or adjust as needed. Step:7 Secondary muscles engaged: back. Step:8 After finishing, perform a brief cool-down and stretch the worked muscles.",isolation,intermediate,isolation,12,13,51,False,6
seated glutes raise,glutes,upper arms,Sled (plate loaded),calves,"Step:1 Stand in a stable position preparing to perform the 'Seated Glutes Raise'. Step:2 Grab the Sled (plate loaded) securely and set up your stance according to proper form. Step:3 Execute the main movement: focus on controlled motion targeting the glutes. Step:4 Maintain a controlled tempo, exhale during the exertion phase and inhale during the return. Step:5 Keep a neutral spine, engage your core, and avoid locking joints at full extension. Step:6 Repeat for desired repetitions, starting with 8–12 reps for general strength or adjust as needed. Step:7 Secondary muscles engaged: calves. Step:8 After finishing, perform a brief cool-down and stretch the worked muscles.",general,intermediate,isolation,10,13,71,False,3
