exerciseId,name,exerciseType,bodyParts,equipments,targetMuscles,secondaryMuscles,instructions,imageUrl,videoUrl
P2nRiUa,Dumbbell Standing Zottman Preacher Curl,STRENGTH,UPPER ARMS,DUMBBELL,BICEPS,FOREARMS,"Step:1 Stand up straight with a dumbbell in each hand, palms facing forward.|Step:2 Place your upper arms against the preacher bench and keep your elbows slightly bent.|Step:3 Curl the dumbbells up towards your shoulders while keeping your upper arms stationary.|Step:4 At the top of the movement, rotate your wrists so that your palms are facing downward.|Step:5 Slowly lower the dumbbells back to the starting position, rotating your wrists back to the starting position as well.|Step:6 Repeat for the desired number of repetitions.",https://static.exercisedb.dev/media/P2nRiUa.gif,
O8Aq69u,Dumbbell Reverse Preacher Curl,STRENGTH,UPPER ARMS,DUMBBELL,BICEPS,FOREARMS,"Step:1 Sit on a preacher bench with your upper arms resting on the pad and your chest against the support.|Step:2 Hold a dumbbell in each hand with an underhand grip, palms facing up.|Step:3 Keeping your upper arms stationary, exhale and curl the dumbbells as you contract your biceps.|Step:4 Continue to curl the dumbbells until your biceps are fully contracted and the dumbbells are at shoulder level.|Step:5 Hold the contracted position for a brief pause as you squeeze your biceps.|Step:6 Inhale and slowly lower the dumbbells back to the starting position.|Step:7 Repeat for the desired number of repetitions.",https://static.exercisedb.dev/media/O8Aq69u.gif,
7inpWch,Dumbbell Standing Concentration Curl,STRENGTH,UPPER ARMS,DUMBBELL,BICEPS,FOREARMS,"Step:1 Stand with your feet shoulder-width apart and hold a dumbbell in one hand, with your arm fully extended and palm facing inwards.|Step:2 Place your opposite hand on your thigh for support.|Step:3 Keeping your upper arm stationary, exhale and curl the dumbbell towards your shoulder by contracting your biceps.|Step:4 Continue to raise the dumbbell until your biceps are fully contracted and the dumbbell is at shoulder level.|Step:5 Hold the contracted position for a brief pause as you squeeze your biceps.|Step:6 Inhale and slowly lower the dumbbell back to the starting position.|Step:7 Repeat for the desired number of repetitions, then switch arms.",https://static.exercisedb.dev/media/7inpWch.gif,
0IgNjSM,Dumbbell Standing Reverse Curl,STRENGTH,UPPER ARMS,DUMBBELL,BICEPS,FOREARMS,"Step:1 Stand up straight with your feet shoulder-width apart and hold a dumbbell in each hand, palms facing your body.|Step:2 Keeping your upper arms stationary, exhale and curl the weights while contracting your biceps. Continue to raise the weights until your biceps are fully contracted and the dumbbells are at shoulder level.|Step:3 Hold the contracted position for a brief pause as you squeeze your biceps.|Step:4 Inhale and slowly begin to lower the dumbbells back to the starting position.|Step:5 Repeat for the desired number of repetitions.",https://static.exercisedb.dev/media/0IgNjSM.gif,
8oYqOt9,Cable Seated Curl,STRENGTH,UPPER ARMS,CABLE,BICEPS,FOREARMS,"Step:1 Sit on a cable machine with your feet flat on the ground and your back straight.|Step:2 Grasp the cable attachment with an underhand grip, palms facing up, and your arms fully extended.|Step:3 Keeping your upper arms stationary, exhale and curl the cable attachment towards your shoulders, contracting your biceps.|Step:4 Pause for a moment at the top of the movement, squeezing your biceps.|Step:5 Inhale and slowly lower the cable attachment back to the starting position, fully extending your arms.|Step:6 Repeat for the desired number of repetitions.",https://static.exercisedb.dev/media/8oYqOt9.gif,
ByX0WxV,Dumbbell Incline Hammer Curl,STRENGTH,UPPER ARMS,DUMBBELL,BICEPS,FOREARMS,"Step:1 Sit on an incline bench with a dumbbell in each hand, palms facing your torso and arms fully extended.|Step:2 Keep your back against the bench and your feet flat on the floor.|Step:3 While keeping your upper arms stationary, exhale and curl the weights while contracting your biceps.|Step:4 Continue to raise the weights until your biceps are fully contracted and the dumbbells are at shoulder level.|Step:5 Hold the contracted position for a brief pause as you squeeze your biceps.|Step:6 Inhale and slowly begin to lower the dumbbells back to the starting position.|Step:7 Repeat for the desired number of repetitions.",https://static.exercisedb.dev/media/ByX0WxV.gif,
xNrS20v,Barbell Reverse Curl,STRENGTH,UPPER ARMS,BARBELL,BICEPS,FOREARMS,"Step:1 Stand up straight with your feet shoulder-width apart and hold a barbell with an overhand grip, palms facing down.|Step:2 Keep your upper arms stationary and exhale as you curl the barbell upward, contracting your biceps.|Step:3 Continue to raise the barbell until your biceps are fully contracted and the barbell is at shoulder level.|Step:4 Hold the contracted position for a brief pause as you squeeze your biceps.|Step:5 Inhale as you slowly lower the barbell back to the starting position, keeping your upper arms stationary.|Step:6 Repeat for the desired number of repetitions.",https://static.exercisedb.dev/media/xNrS20v.gif,
BKa8dmT,Dumbbell Over Bench Neutral Wrist Curl,STRENGTH,UPPER ARMS,DUMBBELL,BICEPS,FOREARMS,"Step:1 Sit on a bench with your feet flat on the ground and hold a dumbbell in each hand, palms facing up.|Step:2 Rest your forearms on the bench, allowing your wrists to hang off the edge.|Step:3 Keeping your upper arms stationary, exhale and curl the dumbbells up towards your shoulders.|Step:4 Pause for a moment at the top, then inhale and slowly lower the dumbbells back down to the starting position.|Step:5 Repeat for the desired number of repetitions.",https://static.exercisedb.dev/media/BKa8dmT.gif,
WgJnBH5,Dumbbell Seated Biceps Curl (On Stability Ball),STRENGTH,UPPER ARMS,DUMBBELL,BICEPS,FOREARMS,"Step:1 Sit on a stability ball with your feet flat on the ground and your back straight.|Step:2 Hold a dumbbell in each hand with your palms facing forward and your arms fully extended.|Step:3 Keeping your upper arms stationary, exhale and curl the dumbbells while contracting your biceps.|Step:4 Continue to raise the dumbbells until your biceps are fully contracted and the dumbbells are at shoulder level.|Step:5 Hold the contracted position for a brief pause as you squeeze your biceps.|Step:6 Inhale and slowly begin to lower the dumbbells back to the starting position.|Step:7 Repeat for the desired number of repetitions.",https://static.exercisedb.dev/media/WgJnBH5.gif,
nlJsbkW,Dumbbell Biceps Curl (With Arm Blaster),STRENGTH,UPPER ARMS,DUMBBELL,BICEPS,FOREARMS,"Step:1 Stand up straight with a dumbbell in each hand, palms facing forward.|Step:2 Keep your elbows close to your torso and your upper arms stationary.|Step:3 Exhale and curl the weights while contracting your biceps.|Step:4 Continue to raise the weights until your biceps are fully contracted and the dumbbells are at shoulder level.|Step:5 Hold the contracted position for a brief pause as you squeeze your biceps.|Step:6 Inhale and slowly begin to lower the dumbbells back to the starting position.|Step:7 Repeat for the desired number of repetitions.",https://static.exercisedb.dev/media/nlJsbkW.gif,
NvfE43H,Cable Concentration Curl,STRENGTH,UPPER ARMS,CABLE,BICEPS,FOREARMS,"Step:1 Sit on a bench or chair with your feet flat on the floor and your knees slightly bent.|Step:2 Hold the cable handle with an underhand grip and rest your elbow against the inside of your thigh.|Step:3 Keeping your upper arm stationary, exhale and curl the cable handle towards your shoulder while contracting your biceps.|Step:4 Pause for a moment at the top of the movement, then inhale and slowly lower the cable handle back to the starting position.|Step:5 Repeat for the desired number of repetitions, then switch arms.",https://static.exercisedb.dev/media/NvfE43H.gif,
3omWx6P,Band Alternating Biceps Curl,STRENGTH,UPPER ARMS,BAND,BICEPS,FOREARMS,"Step:1 Stand with your feet shoulder-width apart and hold the band with an underhand grip, palms facing up.|Step:2 Keep your elbows close to your sides and slowly curl one arm up towards your shoulder, squeezing your biceps at the top.|Step:3 Lower the arm back down to the starting position and repeat with the other arm.|Step:4 Continue alternating arms for the desired number of repetitions.",https://static.exercisedb.dev/media/3omWx6P.gif,
tJ5nYqo,Ez-Bar Biceps Curl (With Arm Blaster),STRENGTH,UPPER ARMS,EZ BARBELL,BICEPS,FOREARMS,"Step:1 Stand up straight with your feet shoulder-width apart and hold the ez barbell with an underhand grip, palms facing up.|Step:2 Place your upper arms against the arm blaster, keeping them stationary throughout the exercise.|Step:3 Keeping your elbows close to your body, exhale and curl the barbell up towards your shoulders.|Step:4 Pause for a moment at the top, squeezing your biceps.|Step:5 Inhale and slowly lower the barbell back to the starting position, fully extending your arms.|Step:6 Repeat for the desired number of repetitions.",https://static.exercisedb.dev/media/tJ5nYqo.gif,
LeaZOIz,Dumbbell Standing Alternate Hammer Curl And Press,STRENGTH,UPPER ARMS,DUMBBELL,BICEPS,FOREARMS|SHOULDERS,"Step:1 Stand up straight with a dumbbell in each hand, palms facing your body.|Step:2 Keep your elbows close to your torso and your back straight.|Step:3 Exhale and curl the dumbbell in your right hand towards your shoulder, keeping your upper arm stationary.|Step:4 Continue to raise the dumbbell until your biceps are fully contracted and the dumbbell is at shoulder level.|Step:5 Inhale and slowly lower the dumbbell back to the starting position.|Step:6 Repeat the curl with your left hand.|Step:7 After completing the curl with your left hand, exhale and press the dumbbell in your right hand overhead.|Step:8 Extend your arm fully and hold for a moment at the top.|Step:9 Inhale and slowly lower the dumbbell back to the starting position.|Step:10 Repeat the press with your left hand.|Step:11 Continue alternating between curls and presses for the desired number of repetitions.",https://static.exercisedb.dev/media/LeaZOIz.gif,
4dF3maG,Dumbbell One Arm Hammer Preacher Curl,STRENGTH,UPPER ARMS,DUMBBELL,BICEPS,FOREARMS,"Step:1 Sit on a preacher bench with a dumbbell in one hand and your upper arm resting on the pad.|Step:2 Hold the dumbbell with a neutral grip (palms facing your body).|Step:3 Keeping your upper arm stationary, exhale and curl the dumbbell up towards your shoulder.|Step:4 Pause for a moment at the top, squeezing your biceps.|Step:5 Inhale and slowly lower the dumbbell back to the starting position.|Step:6 Repeat for the desired number of repetitions, then switch arms.",https://static.exercisedb.dev/media/4dF3maG.gif,
25GPyDY,Barbell Curl,STRENGTH,UPPER ARMS,BARBELL,BICEPS,FOREARMS,"Step:1 Stand up straight with your feet shoulder-width apart and hold a barbell with an underhand grip, palms facing forward.|Step:2 Keep your elbows close to your torso and exhale as you curl the weights while contracting your biceps.|Step:3 Continue to raise the bar until your biceps are fully contracted and the bar is at shoulder level.|Step:4 Hold the contracted position for a brief pause as you squeeze your biceps.|Step:5 Inhale as you slowly begin to lower the bar back to the starting position.|Step:6 Repeat for the desired number of repetitions.",https://static.exercisedb.dev/media/25GPyDY.gif,
2NImIAG,Dumbbell Bicep Curl On Exercise Ball With Leg Raised,STRENGTH,UPPER ARMS,DUMBBELL,BICEPS,FOREARMS|SHOULDERS,"Step:1 Sit on an exercise ball with your feet flat on the ground and your back straight.|Step:2 Hold a dumbbell in each hand with your palms facing forward and your arms fully extended.|Step:3 Slowly curl the dumbbells towards your shoulders, keeping your elbows close to your sides.|Step:4 Pause for a moment at the top of the movement, then slowly lower the dumbbells back to the starting position.|Step:5 While performing the bicep curl, raise one leg off the ground and hold it in the air for the duration of the exercise.|Step:6 Repeat for the desired number of repetitions, then switch legs and repeat.",https://static.exercisedb.dev/media/2NImIAG.gif,
7D5bgLT,Dumbbell Seated Preacher Curl,STRENGTH,UPPER ARMS,DUMBBELL,BICEPS,FOREARMS,"Step:1 Sit on a preacher curl bench with your feet flat on the floor.|Step:2 Hold a dumbbell in one hand with an underhand grip, resting your upper arm against the preacher pad.|Step:3 Keeping your upper arm stationary, exhale and curl the dumbbell up towards your shoulder.|Step:4 Pause for a moment at the top, then inhale and slowly lower the dumbbell back down to the starting position.|Step:5 Repeat for the desired number of repetitions, then switch arms.",https://static.exercisedb.dev/media/7D5bgLT.gif,
6em2Dxj,Dumbbell Alternate Seated Hammer Curl,STRENGTH,UPPER ARMS,DUMBBELL,BICEPS,FOREARMS,"Step:1 Sit on a bench with a dumbbell in each hand, palms facing your torso and arms extended down.|Step:2 Keep your back straight and your elbows close to your torso.|Step:3 Exhale and curl the dumbbell in your right hand towards your shoulder, keeping your upper arm stationary.|Step:4 Continue to raise the dumbbell until your biceps are fully contracted and the dumbbell is at shoulder level.|Step:5 Pause for a brief moment, then inhale and slowly lower the dumbbell back to the starting position.|Step:6 Repeat the movement with your left arm.|Step:7 Continue alternating arms for the desired number of repetitions.",https://static.exercisedb.dev/media/6em2Dxj.gif,
Dsfz0Id,Ez Bar Seated Close Grip Concentration Curl,STRENGTH,UPPER ARMS,EZ BARBELL,BICEPS,FOREARMS,"Step:1 Sit on a bench with your feet flat on the ground and hold an EZ barbell with an underhand grip.|Step:2 Rest your elbow on the inside of your thigh, just above the knee.|Step:3 Curl the barbell up towards your shoulder while keeping your upper arm stationary.|Step:4 Squeeze your biceps at the top of the movement, then slowly lower the barbell back down to the starting position.|Step:5 Repeat for the desired number of repetitions.",https://static.exercisedb.dev/media/Dsfz0Id.gif,
Zwiw7XR,Dumbbell Alternating Bicep Curl With Leg Raised On Exercise Ball,STRENGTH,UPPER ARMS,DUMBBELL,BICEPS,FOREARMS|SHOULDERS,"Step:1 Stand with your feet shoulder-width apart and hold a dumbbell in each hand, palms facing forward.|Step:2 Place an exercise ball behind you and position one foot on top of it, keeping your balance.|Step:3 With your arms fully extended and elbows close to your sides, curl one dumbbell towards your shoulder while keeping your upper arm stationary.|Step:4 Lower the dumbbell back down to the starting position and repeat with the other arm.|Step:5 Continue alternating arms for the desired number of repetitions.",https://static.exercisedb.dev/media/Zwiw7XR.gif,
jtFKbt5,Ez Barbell Seated Curls,STRENGTH,UPPER ARMS,EZ BARBELL,BICEPS,FOREARMS,"Step:1 Sit on a bench with your feet flat on the ground and your back straight.|Step:2 Hold the ez barbell with an underhand grip, palms facing up, and your hands shoulder-width apart.|Step:3 Rest your upper arms on your thighs, allowing the ez barbell to hang down in front of you.|Step:4 Keeping your upper arms stationary, exhale and curl the ez barbell upwards towards your shoulders.|Step:5 Pause for a moment at the top, squeezing your biceps.|Step:6 Inhale and slowly lower the ez barbell back to the starting position.|Step:7 Repeat for the desired number of repetitions.",https://static.exercisedb.dev/media/jtFKbt5.gif,
NbVPDMW,Dumbbell Biceps Curl,STRENGTH,UPPER ARMS,DUMBBELL,BICEPS,FOREARMS,"Step:1 Stand up straight with a dumbbell in each hand, palms facing forward and arms fully extended.|Step:2 Keeping your upper arms stationary, exhale and curl the weights while contracting your biceps.|Step:3 Continue to raise the weights until your biceps are fully contracted and the dumbbells are at shoulder level.|Step:4 Hold the contracted position for a brief pause as you squeeze your biceps.|Step:5 Inhale and slowly begin to lower the dumbbells back to the starting position.|Step:6 Repeat for the desired number of repetitions.",https://static.exercisedb.dev/media/NbVPDMW.gif,
G08RZcQ,Cable Curl,STRENGTH,UPPER ARMS,CABLE,BICEPS,FOREARMS,"Step:1 Stand facing the cable machine with your feet shoulder-width apart.|Step:2 Grasp the cable attachment with an underhand grip, palms facing up.|Step:3 Keep your elbows close to your sides and your upper arms stationary.|Step:4 Exhale and curl the cable attachment towards your shoulders, contracting your biceps.|Step:5 Pause for a moment at the top of the movement, squeezing your biceps.|Step:6 Inhale and slowly lower the cable attachment back to the starting position.|Step:7 Repeat for the desired number of repetitions.",https://static.exercisedb.dev/media/G08RZcQ.gif,
slDvUAU,Dumbbell Hammer Curl,STRENGTH,UPPER ARMS,DUMBBELL,BICEPS,FOREARMS,"Step:1 Stand up straight with a dumbbell in each hand, palms facing your torso.|Step:2 Keep your elbows close to your torso and rotate the palms of your hands until they are facing forward.|Step:3 This will be your starting position.|Step:4 Now, keeping the upper arms stationary, exhale and curl the weights while contracting your biceps.|Step:5 Continue to raise the weights until your biceps are fully contracted and the dumbbells are at shoulder level.|Step:6 Hold the contracted position for a brief pause as you squeeze your biceps.|Step:7 Then, inhale and slowly begin to lower the dumbbells back to the starting position.|Step:8 Repeat for the recommended amount of repetitions.",https://static.exercisedb.dev/media/slDvUAU.gif,
sxY5Biu,Dumbbell One Arm Zottman Preacher Curl,STRENGTH,UPPER ARMS,DUMBBELL,BICEPS,FOREARMS,"Step:1 Sit on a preacher curl bench and hold a dumbbell in one hand with an underhand grip.|Step:2 Rest your upper arm on the preacher bench pad, allowing your arm to fully extend.|Step:3 Curl the dumbbell up towards your shoulder, keeping your upper arm stationary.|Step:4 At the top of the curl, rotate your wrist so that your palm faces up.|Step:5 Slowly lower the dumbbell back down to the starting position, rotating your wrist back to the starting position.|Step:6 Repeat for the desired number of repetitions, then switch arms.",https://static.exercisedb.dev/media/sxY5Biu.gif,
50BETrz,Biceps Narrow Pull-Ups,STRENGTH,UPPER ARMS,BODY WEIGHT,BICEPS,FOREARMS|SHOULDERS,"Step:1 Hang from a pull-up bar with your palms facing towards you and your hands shoulder-width apart.|Step:2 Engage your core and pull yourself up towards the bar, focusing on using your biceps to lift your body.|Step:3 Pause for a moment at the top, then slowly lower yourself back down to the starting position.|Step:4 Repeat for the desired number of repetitions.",https://static.exercisedb.dev/media/50BETrz.gif,
HDYiZcY,Dumbbell Cross Body Hammer Curl V. 2,STRENGTH,UPPER ARMS,DUMBBELL,BICEPS,FOREARMS,"Step:1 Stand up straight with a dumbbell in each hand, palms facing your body.|Step:2 Keep your elbows close to your torso and your upper arms stationary.|Step:3 Exhale and curl the weights while contracting your biceps, bringing the dumbbells as close to your opposite shoulder as possible.|Step:4 Hold the contracted position for a brief pause as you squeeze your biceps.|Step:5 Inhale and slowly begin to lower the dumbbells back to the starting position.|Step:6 Repeat for the desired number of repetitions.",https://static.exercisedb.dev/media/HDYiZcY.gif,
HPlPoQA,Cable Hammer Curl (With Rope),CARDIO,UPPER ARMS,CABLE,BICEPS,FOREARMS,"Step:1 Stand upright with your feet shoulder-width apart and a slight bend in your knees.|Step:2 Hold the cable rope attachment with an underhand grip, palms facing each other, and your arms fully extended.|Step:3 Keeping your upper arms stationary, exhale and curl the weights while contracting your biceps.|Step:4 Continue to raise the cable rope attachment until your biceps are fully contracted and the rope is at shoulder level.|Step:5 Hold the contracted position for a brief pause as you squeeze your biceps.|Step:6 Inhale and slowly begin to lower the cable rope attachment back to the starting position.|Step:7 Repeat for the desired number of repetitions.",https://static.exercisedb.dev/media/HPlPoQA.gif,
zILLZ98,Smith Machine Bicep Curl,STRENGTH,UPPER ARMS,SMITH MACHINE,BICEPS,FOREARMS,"Step:1 Adjust the height of the smith machine bar to be at waist level.|Step:2 Stand facing the smith machine with your feet shoulder-width apart.|Step:3 Grasp the bar with an underhand grip, hands slightly wider than shoulder-width apart.|Step:4 Keep your elbows close to your sides and your upper arms stationary.|Step:5 Exhale and curl the bar up towards your shoulders, contracting your biceps.|Step:6 Pause for a moment at the top of the movement, squeezing your biceps.|Step:7 Inhale and slowly lower the bar back down to the starting position.|Step:8 Repeat for the desired number of repetitions.",https://static.exercisedb.dev/media/zILLZ98.gif,
qAmNMJY,Dumbbell High Curl,STRENGTH,UPPER ARMS,DUMBBELL,BICEPS,FOREARMS,"Step:1 Stand up straight with a dumbbell in each hand, palms facing forward.|Step:2 Keep your upper arms stationary and curl the dumbbells as high as possible while contracting your biceps.|Step:3 Pause for a moment at the top, then slowly lower the dumbbells back to the starting position.|Step:4 Repeat for the desired number of repetitions.",https://static.exercisedb.dev/media/qAmNMJY.gif,
M8IolhQ,Ez Barbell Close Grip Preacher Curl - Precision Variation,STRENGTH,UPPER ARMS,EZ BARBELL,BICEPS,FOREARMS,"Step:1 Sit on a preacher curl bench and place your upper arms on the pad, gripping the ez barbell with an underhand grip.|Step:2 Rest your triceps on the pad and fully extend your arms, keeping your back straight.|Step:3 Slowly curl the barbell towards your shoulders, contracting your biceps.|Step:4 Pause for a moment at the top, squeezing your biceps.|Step:5 Lower the barbell back to the starting position, fully extending your arms.|Step:6 Repeat for the desired number of repetitions. Emphasize precision control.",https://static.exercisedb.dev/media/M8IolhQ.gif,
8yBgwBS,Cable Concentration Curl Tempo,STRENGTH,UPPER ARMS,CABLE,BICEPS,FOREARMS,"Step:1 Sit on a bench or chair with your feet flat on the floor and your knees slightly bent.|Step:2 Hold the cable handle with an underhand grip and rest your elbow against the inside of your thigh. Focus on tempo movement.|Step:3 Keeping your upper arm stationary, exhale and curl the cable handle towards your shoulder while contracting your biceps.|Step:4 Pause for a moment at the top of the movement, then inhale and slowly lower the cable handle back to the starting position.|Step:5 Repeat for the desired number of repetitions, then switch arms.",https://static.exercisedb.dev/media/8yBgwBS.gif,
EqHIIjJ,Barbell Reverse Preacher Curl Inclined,STRENGTH,UPPER ARMS,BARBELL,BICEPS,FOREARMS,"Step:1 Sit on a preacher bench with your chest against the pad and your arms extended straight down, holding a barbell with an overhand grip.|Step:2 Keeping your upper arms stationary, exhale and curl the barbell upward while contracting your biceps.|Step:3 Continue to raise the barbell until your biceps are fully contracted and the barbell is at shoulder level. Perform with inclined intensity.|Step:4 Hold the contracted position for a brief pause as you squeeze your biceps.|Step:5 Inhale and slowly lower the barbell back to the starting position.|Step:6 Repeat for the desired number of repetitions.",https://static.exercisedb.dev/media/EqHIIjJ.gif,
7y9JIMj,Lever Reverse Grip Preacher Curl With Precision,STRENGTH,UPPER ARMS,LEVERAGE MACHINE,BICEPS,FOREARMS,"Step:1 Adjust the seat height and position yourself on the leverage machine.|Step:2 Grasp the handles with an underhand grip, palms facing up.|Step:3 Rest your upper arms on the preacher pad, ensuring your elbows are fully extended. Maintain precision form throughout.|Step:4 Keeping your upper arms stationary, exhale and curl the handles towards your shoulders.|Step:5 Pause for a moment at the top of the movement, squeezing your biceps.|Step:6 Inhale and slowly lower the handles back to the starting position, fully extending your elbows.|Step:7 Repeat for the desired number of repetitions.",https://static.exercisedb.dev/media/7y9JIMj.gif,
Um8xUAc,Barbell Prone Incline Curl With Intensive,STRENGTH,UPPER ARMS,BARBELL,BICEPS,FOREARMS,"Step:1 Set up an incline bench at a 45-degree angle.|Step:2 Lie face down on the bench with your chest and stomach resting against it.|Step:3 Hold a barbell with an underhand grip, shoulder-width apart.|Step:4 Extend your arms fully, allowing the barbell to hang down towards the floor.|Step:5 Keeping your upper arms stationary, exhale and curl the weights while contracting your biceps.|Step:6 Continue to raise the barbell until your biceps are fully contracted and the bar is at shoulder level.|Step:7 (intensive variation) Hold the contracted position for a brief pause as you squeeze your biceps.|Step:8 Inhale and slowly begin to lower the barbell back to the starting position.|Step:9 Repeat for the desired number of repetitions.",https://static.exercisedb.dev/media/Um8xUAc.gif,
AdxxqfF,Barbell Standing Reverse Grip Curl Resistance,STRENGTH,UPPER ARMS,BARBELL,BICEPS,FOREARMS,"Step:1 Stand up straight with your feet shoulder-width apart and hold a barbell with an underhand grip, palms facing up.|Step:2 Keep your elbows close to your torso and your upper arms stationary.|Step:3 Exhale and curl the weights while contracting your biceps, bringing the barbell as close to your shoulders as possible.|Step:4 Hold the contracted position for a brief pause as you squeeze your biceps.|Step:5 Inhale and slowly lower the barbell back to the starting position.|Step:6 Repeat for the desired number of repetitions. Focus on resistance movement.",https://static.exercisedb.dev/media/AdxxqfF.gif,
XE93sQZ,Dumbbell Step Up Single Leg Balance With Bicep Curl - Chair Variation,STRENGTH,UPPER ARMS,DUMBBELL,BICEPS,QUADRICEPS|GLUTES|HAMSTRINGS,"Step:1 Stand in front of a step or platform with a dumbbell in each hand, palms facing your body.|Step:2 Place your right foot on the step, ensuring your entire foot is in contact with the surface.|Step:3 Engage your core and push through your right heel to lift your body up onto the step, bringing your left knee up towards your chest.|Step:4 At the top of the movement, perform a bicep curl by bending your elbows and bringing the dumbbells towards your shoulders.|Step:5 Lower the dumbbells back down and simultaneously lower your left foot back to the ground.|Step:6 (chair variation) Repeat the movement on the opposite side, stepping up with your left foot and curling the dumbbells.|Step:7 Continue alternating sides for the desired number of repetitions.",https://static.exercisedb.dev/media/XE93sQZ.gif,
xmWQIlT,Hold Style Dumbbell Alternating Seated Bicep Curl On Exercise Ball,STRENGTH,UPPER ARMS,DUMBBELL,BICEPS,FOREARMS,"Step:1 Sit on an exercise ball with your feet flat on the ground and your back straight.|Step:2 Hold a dumbbell in each hand with your palms facing forward and your arms fully extended.|Step:3 Keeping your upper arms stationary, exhale and curl one dumbbell while rotating your forearm until your palm is facing your shoulder.|Step:4 (hold variation) Inhale and slowly lower the dumbbell back to the starting position.|Step:5 Repeat the curl with the other arm.|Step:6 Continue alternating curls for the desired number of repetitions.",https://static.exercisedb.dev/media/xmWQIlT.gif,
QQwxa8g,Intermediate Style Dumbbell Preacher Curl Over Exercise Ball,STRENGTH,UPPER ARMS,DUMBBELL,BICEPS,FOREARMS,"Step:1 Sit on an exercise ball with your feet flat on the ground and your back straight.|Step:2 Hold a dumbbell in one hand with an underhand grip, resting your elbow on the exercise ball.|Step:3 (intermediate variation) Keeping your upper arm stationary, exhale and curl the dumbbell up towards your shoulder.|Step:4 Pause for a moment at the top, then inhale and slowly lower the dumbbell back to the starting position.|Step:5 Repeat for the desired number of repetitions, then switch arms.",https://static.exercisedb.dev/media/QQwxa8g.gif,
XqYQ9JA,Dumbbell One Arm Prone Hammer Curl - Macro Variation,STRENGTH,UPPER ARMS,DUMBBELL,BICEPS,FOREARMS,"Step:1 Lie face down on a flat bench with a dumbbell in one hand, palm facing your body and arm fully extended.|Step:2 Keep your upper arm stationary and curl the dumbbell towards your shoulder, contracting your biceps.|Step:3 Pause for a moment at the top, then slowly lower the dumbbell back to the starting position.|Step:4 Repeat for the desired number of repetitions, then switch arms. Focus on macro movement.",https://static.exercisedb.dev/media/XqYQ9JA.gif,
79AmJsI,Dumbbell Hammer Curl With Traditional,STRENGTH,UPPER ARMS,DUMBBELL,BICEPS,FOREARMS,"Step:1 Stand up straight with a dumbbell in each hand, palms facing your torso.|Step:2 Keep your elbows close to your torso and rotate the palms of your hands until they are facing forward.|Step:3 This will be your starting position.|Step:4 Now, keeping the upper arms stationary, exhale and curl the weights while contracting your biceps.|Step:5 Continue to raise the weights until your biceps are fully contracted and the dumbbells are at shoulder level.|Step:6 Hold the contracted position for a brief pause as you squeeze your biceps.|Step:7 Then, inhale and slowly begin to lower the dumbbells back to the starting position.|Step:8 Repeat for the recommended amount of repetitions. Focus on traditional movement.",https://static.exercisedb.dev/media/79AmJsI.gif,
VO2qeJg,Side Plank Hip Adduction,STRENGTH,UPPER LEGS,BODY WEIGHT,ADDUCTORS,OBLIQUES|GLUTES,"Step:1 Start by lying on your side with your legs extended and stacked on top of each other.|Step:2 Prop yourself up on your forearm, keeping your elbow directly below your shoulder.|Step:3 Engage your core and lift your hips off the ground, creating a straight line from your head to your feet.|Step:4 While maintaining the side plank position, lift your top leg towards the ceiling, keeping it straight.|Step:5 Slowly lower your leg back down to the starting position.|Step:6 Repeat for the desired number of repetitions, then switch sides.",https://static.exercisedb.dev/media/VO2qeJg.gif,
hC6oYY5,Assisted Side Lying Adductor Stretch,STRETCHING,UPPER LEGS,ASSISTED,ADDUCTORS,HAMSTRINGS|GLUTES,"Step:1 Lie on your side with your legs straight and stacked on top of each other.|Step:2 Bend your bottom leg slightly for stability.|Step:3 Place your top foot on a stable surface, such as a bench or step.|Step:4 Keeping your top leg straight, slowly lower it towards the ground, feeling a stretch in your inner thigh.|Step:5 Hold the stretch for 20-30 seconds.|Step:6 Return to the starting position and repeat on the other side.",https://static.exercisedb.dev/media/hC6oYY5.gif,
oHsrypV,Lever Seated Hip Adduction,STRENGTH,UPPER LEGS,LEVERAGE MACHINE,ADDUCTORS,HAMSTRINGS|GLUTES,"Step:1 Adjust the seat height and position yourself on the machine with your back against the backrest.|Step:2 Place your feet on the footrests and grasp the handles for stability.|Step:3 Engage your adductor muscles and slowly bring your legs together, squeezing your inner thighs.|Step:4 Pause for a moment at the peak contraction, then slowly return to the starting position.|Step:5 Repeat for the desired number of repetitions.",https://static.exercisedb.dev/media/oHsrypV.gif,
c8f5cSY,Side Lying Hip Adduction (Male),STRENGTH,UPPER LEGS,BODY WEIGHT,ADDUCTORS,GLUTES|HAMSTRINGS,"Step:1 Lie on your side with your legs straight and stacked on top of each other.|Step:2 Place your bottom arm under your head for support.|Step:3 Engage your adductors and lift your top leg as high as possible without rotating your hips or leaning backward.|Step:4 Pause for a moment at the top, then slowly lower your leg back down to the starting position.|Step:5 Repeat for the desired number of repetitions, then switch sides.",https://static.exercisedb.dev/media/c8f5cSY.gif,
