name,primaryMuscles,secondaryMuscles,equipment,mechanic,force,movement_pattern,difficulty_level,category,instructions,order_priority,goal_Strength,goal_Muscle,goal_WeightLoss,goal_Endurance,goal_General,Strength_min_reps,Strength_max_reps,Strength_rest_s,Strength_sets,Muscle_min_reps,Muscle_max_reps,Muscle_rest_s,Muscle_sets,WeightLoss_min_reps,WeightLoss_max_reps,WeightLoss_rest_s,WeightLoss_sets,Endurance_min_reps,Endurance_max_reps,Endurance_rest_s,Endurance_sets,General_min_reps,General_max_reps,General_rest_s,General_sets
Twist – Cable,abdominals,abdominals,cable,compound,,other,3,strength,"Stand with your left foot in front of your right, knees slightly bent, facing away from the cable machine. Rotate and reach to your right, behind you, and grab the cable handle with both hands. Your left arm should be straight across your body and behind you. Rotate your torso left until you're facing forward, pulling the cable across your body. Pause briefly at the end of the movement, then slowly rotate back to the starting position. Repeat for the desired number of reps and then switch sides.",2,9,8,7,6,8,3,6,180,4,8,12,90,3,12,20,45,3,15,25,30,3,8,15,60,3
Hanging Knee Raise,abdominals|forearms,abdominals,body only,isolation,,core_flexion,3,strength,"Hang from a pull-up bar with both hands using an overhand grip. Keep your arms and legs straight with feet off the ground. Stabilize your torso by engaging your core and slightly retracting your shoulders. While exhaling, slowly raise your knees toward your chest. Imagine bringing your knees to your nipples. Pause momentarily when your thighs reach your chest. Inhale as you lower your legs back down, slowly and controlled, to the starting position.",5,5,9,7,8,7,6,10,120,3,10,15,60,3,15,25,30,3,20,30,20,2,10,15,60,3
Push Press – Dumbbell,shoulders,abdominals|glutes|lats|lower back|quadriceps|traps|triceps,dumbbell,compound,,vertical_push,3,strength,Stand with your feet shoulder-width apart and hold a dumbbell in each hand at shoulder level with your palms facing your head. Bend your knees slightly and dip your body down. Quickly straighten your legs and use the momentum to push the dumbbells overhead. Lock out your arms at the top of the movement. Lower the dumbbells back down to shoulder level and repeat for desired number of reps.,2,9,8,7,6,8,3,6,180,4,8,12,90,3,12,20,45,3,15,25,30,3,8,15,60,3
Push Press – Barbell,shoulders,glutes|lower back|quadriceps|shoulders|traps|triceps,barbell,compound,,vertical_push,3,strength,"Start with the barbell resting on your front shoulders, with your feet shoulder-width apart. Bend your knees slightly and dip your hips down, then explosively extend your legs and push the barbell up overhead. As the barbell reaches the top of the movement, press it up and lock out your arms. Lower the barbell back down to your shoulders and repeat for the desired number of reps.",2,9,8,7,6,8,3,6,180,4,8,12,90,3,12,20,45,3,15,25,30,3,8,15,60,3
Overhead Tricep Extension – Bodyweight,triceps,,body only,isolation,,elbow_extension,3,strength,"Set a stationary bar (ex. Smith Machine) at hip height Stand with your feet shoulder-width, lean forward, and grab the bar with your arms in front of you. Bend your elbows and lower your head forward and below the bar. Keep your elbows close to your ears. Squeeze your triceps to extend your arms to the starting position. Repeat.",5,5,9,7,8,7,6,10,120,3,10,15,60,3,15,25,30,3,20,30,20,2,10,15,60,3
Horizontal Wood Chop – Band,abdominals,abdominals,bands,compound,,core_flexion,3,strength,Attach a resistance band to a sturdy anchor point at waist height. Stand perpendicular to the anchor point with feet shoulder-width apart and knees slightly bent. Hold the resistance band with both hands and extend arms out in front of the body. Rotate the torso and pull the band across the body towards the opposite hip. Keep the arms straight and engage the core muscles throughout the movement. Slowly return to the starting position Repeat.,2,9,8,7,6,8,3,6,180,4,8,12,90,3,12,20,45,3,15,25,30,3,8,15,60,3
Kneeling Push-Up,chest|shoulders|triceps,abdominals,body only,compound,,horizontal_push,3,strength,"Start on your hands and knees, with your hands shoulder-width apart and your knees hip-width apart. Extend your legs behind you, so that your body forms a straight line from your head to your heels. Engage your core and glutes to keep your body in a straight line. Lower your body towards the ground by bending your elbows, keeping them close to your body. Pause when your chest is just above the ground. Push yourself back up to the starting position by straightening your arms. Repeat.",2,9,8,7,6,8,3,6,180,4,8,12,90,3,12,20,45,3,15,25,30,3,8,15,60,3
Side Kicks – Band,abductors,glutes,bands,compound,,other,3,strength,"Stand with your feet hip-width apart and a resistance band around your ankles. Engage your core and lift one leg out to the side, keeping it straight and the foot flexed. Pause at the top of the movement, then slowly lower the leg back down to the starting position. Repeat for the desired number of reps, then switch sides.",2,9,8,7,6,8,3,6,180,4,8,12,90,3,12,20,45,3,15,25,30,3,8,15,60,3
Lateral Raise – Dumbbell,shoulders,shoulders,dumbbell,isolation,,shoulder_raise,3,strength,"Stand with your feet shoulder-width apart and hold a dumbbell in each hand with your palms facing inward. Keep your arms straight and lift them out to the sides until they are parallel to the floor. Pause for a moment, then slowly lower the dumbbells back down to your sides. Repeat.",5,5,9,7,8,7,6,10,120,3,10,15,60,3,15,25,30,3,20,30,20,2,10,15,60,3
Front Raise – Barbell,shoulders,shoulders,barbell,isolation,,shoulder_raise,3,strength,"Stand with your feet shoulder-width apart and your knees slightly bent. Hold a barbell with an overhand grip, hands shoulder-width apart, and the bar resting on your thighs. Keeping your arms straight, lift the barbell up in front of you until it reaches shoulder height. Pause for a moment, then slowly lower the barbell back down to your thighs. Repeat.",5,5,9,7,8,7,6,10,120,3,10,15,60,3,15,25,30,3,20,30,20,2,10,15,60,3
One-Handed Row – Dumbbell,lats|shoulders|traps,biceps|forearms|shoulders,dumbbell,compound,,horizontal_pull,3,strength,"Stand with your feet shoulder-width apart and your knees slightly bent. Hold a dumbbell in one hand with your palm facing your body. Bend forward at the waist, keeping your back straight and your abs engaged. Let the dumbbell hang straight down towards the floor. Exhale and pull the dumbbell up towards your chest, keeping your elbow close to your body. Squeeze your shoulder blades together at the top of the movement. Inhale and slowly lower the dumbbell back down towards the floor. Repeat for the desired number of reps, then switch sides and repeat.",2,9,8,7,6,8,3,6,180,4,8,12,90,3,12,20,45,3,15,25,30,3,8,15,60,3
Roll-Up,abdominals,,body only,compound,,other,3,strength,"Lie on your back with your arms extended overhead and your legs straight. Engage your core and slowly lift your head, neck, and shoulders off the ground. Continue to roll up, reaching your arms towards your toes and keeping your legs straight. Pause at the top of the movement, then slowly roll back down to the starting position. Repeat.",2,9,8,7,6,8,3,6,180,4,8,12,90,3,12,20,45,3,15,25,30,3,8,15,60,3
Crunch,abdominals,abdominals,body only,compound,,core_flexion,3,strength,"Start by lying flat on your back with your knees bent and feet flat on the ground. Place your hands behind your head, with your elbows pointing outwards. Engage your core muscles by pulling your belly button towards your spine. Lift your head, neck, and shoulders off the ground, while keeping your lower back pressed into the floor. Hold the contraction for a moment, then slowly lower yourself back down to the starting position. Repeat.",2,9,8,7,6,8,3,6,180,4,8,12,90,3,12,20,45,3,15,25,30,3,8,15,60,3
One-Handed Overhead Tricep Extension – Dumbbell,triceps,,dumbbell,isolation,,elbow_extension,3,strength,"Stand with your feet shoulder-width apart and hold a dumbbell in one hand. Extend your arm straight up, holding the dumbbell above your head. Bend your elbow and lower the dumbbell behind your head, keeping your upper arm stationary. Pause for a moment, then extend your arm back up to the starting position. Repeat for the desired number of reps, then switch to the other arm.",5,5,9,7,8,7,6,10,120,3,10,15,60,3,15,25,30,3,20,30,20,2,10,15,60,3
Close-Grip Push-Up,chest|shoulders|triceps,abdominals,body only,compound,,horizontal_push,3,strength,"Start in a plank position with your hands under your shoulders, or just slightly narrower, and your fingers pointing forward. Lower your body towards the ground, keeping your elbows close to your sides. Push back up to the starting position, keeping your core engaged and your body in a straight line. Repeat.",2,9,8,7,6,8,3,6,180,4,8,12,90,3,12,20,45,3,15,25,30,3,8,15,60,3
Behind the Neck Press – Barbell,shoulders,traps|triceps,barbell,compound,,other,3,strength,"Start by standing at a barbell rack with your feet shoulder-width apart and your knees slightly bent. Grasp the barbell with a wide grip, with your palms facing forward and your hands slightly wider than your shoulders. Lift the barbell up and bring it behind your head, resting it on your upper traps. Press the barbell up towards the ceiling, keeping your elbows pointed out to the sides. Lower the barbell back down to the starting position behind your head. Repeat.",2,9,8,7,6,8,3,6,180,4,8,12,90,3,12,20,45,3,15,25,30,3,8,15,60,3
Wrist Curl – Barbell,forearms,,barbell,isolation,,elbow_flexion,3,strength,"Start by sitting on a bench with your forearms resting on your knees and your palms facing up. Hold a barbell with an underhand grip, with your hands shoulder-width apart. Slowly lift the barbell towards your forearms by curling your wrists. Pause for a moment at the top of the movement, then slowly lower the barbell back down to the starting position. Repeat.",5,5,9,7,8,7,6,10,120,3,10,15,60,3,15,25,30,3,20,30,20,2,10,15,60,3
Crunch – Cable,abdominals,abdominals,cable,compound,,core_flexion,3,strength,"Attach a rope handle to a high pulley cable machine. Adjust the weight to a comfortable level. Kneel on a mat facing the machine and grab the rope handle with both hands. Position yourself so that your hands hold the rope by each ear and the cable is behind your neck, above you. Engage your core and pull the rope towards your knees. Hold the contraction for a few seconds and slowly release back to the starting position. Repeat.",2,9,8,7,6,8,3,6,180,4,8,12,90,3,12,20,45,3,15,25,30,3,8,15,60,3
Decline Sit-Up,abdominals,abdominals,body only,compound,,core_flexion,3,strength,"Position yourself on a decline bench with your feet securely locked in place. Place your hands behind your head or across your chest. Engage your core and slowly lift your upper body towards your knees. Pause briefly at the top of the movement, then slowly lower your upper body back down to the starting position. Repeat.",2,9,8,7,6,8,3,6,180,4,8,12,90,3,12,20,45,3,15,25,30,3,8,15,60,3
Flutter Kick,abdominals,lower back|quadriceps,body only,compound,,core_flexion,3,strength,Lie on your back with your legs straight and your arms by your sides or underneath your lower back. Lift both legs off the ground. Begin rapidly fluttering your legs up and down. Keep your core engaged and your gaze towards the ceiling. Continue fluttering for the desired amount of time or repetitions.,2,9,8,7,6,8,3,6,180,4,8,12,90,3,12,20,45,3,15,25,30,3,8,15,60,3
Chest Press – Machine,chest|shoulders,triceps,machine,compound,,horizontal_push,3,strength,"Adjust the seat height so that the handles are at chest level. Select the appropriate weight on the weight stack. Sit on the machine with your back flat against the backrest and your feet flat on the floor. Grasp the handles with an overhand grip and push them away from your chest until your arms are fully extended. Slowly lower the handles back towards your chest, keeping your elbows at a 90-degree angle. Repeat.",2,9,8,7,6,8,3,6,180,4,8,12,90,3,12,20,45,3,15,25,30,3,8,15,60,3
Gripper,forearms,,body only,compound,,other,3,strength,"Adjust the gripper machine to the desired resistance level. Hold the gripper in one hand with a firm grip, making sure your fingers are comfortably positioned on the handles. Keep your wrist and forearm in a neutral position to avoid unnecessary strain. Start by squeezing the handles together using your hand strength. Continue to squeeze the handles as forcefully as you can, engaging your grip muscles. Hold the maximum contraction for a few seconds to fully activate your muscles. Slowly release the tension and allow the handles to return to the starting position. Repeat the squeezing and releasing motion for the desired number of repetitions. Switch to the other hand and repeat the exercise to work both hands equally.",2,9,8,7,6,8,3,6,180,4,8,12,90,3,12,20,45,3,15,25,30,3,8,15,60,3
Lying External Shoulder Rotation – Dumbbell,shoulders,,dumbbell,compound,,other,3,strength,"Lie on your side on a flat bench with your legs stacked, and your body straight as possible from head to toes. Bend your upper arm (the one farthest from the bench) at a 90-degree angle at your elbow with your forearm parallel to the floor, and grasp a dumbbell with a your palm facing the floor. Rotate your shoulder while keeping your elbow at a 90-degree angle, moving your forearm towards the ceiling and above your body. Rotate your arm upward as far as comfortably possible without lifting your elbow off your torso or your body moving off its position. Pause at the top of the movement for a brief moment. Slowly return the dumbbell to the starting position by rotating the forearm back to the horizontal starting position while keeping the elbow angle constant. Complete all the desired repetitions on one arm before switching to the other arm and repeating the steps.",2,9,8,7,6,8,3,6,180,4,8,12,90,3,12,20,45,3,15,25,30,3,8,15,60,3
Overhead Tricep Extension – Cable With Rope,triceps,,cable,isolation,,elbow_extension,3,strength,Attach a rope to a cable machine at a low setting. Face the machine and grab the rope with an overhand grip. Step back to create tension in the cable and keep your feet shoulder-width apart. Keep your elbows close to your head and your upper arms stationary. Extend your forearms down until your arms are fully extended. Pause for a moment and then slowly return to the starting position. Repeat for desired number of repetitions.,5,5,9,7,8,7,6,10,120,3,10,15,60,3,15,25,30,3,20,30,20,2,10,15,60,3
Snatch Grip Deadlift,glutes|hamstrings|lower back,calves|forearms|traps|quadriceps,barbell,compound,,hip_hinge,3,strength,"Begin by standing with your feet shoulder-width apart and the barbell on the ground in front of you. Take a wide grip on the barbell, with your hands outside of your shoulders. Lower your hips and bend your knees, keeping your back straight and your chest up. Engage your core and lift the barbell off the ground, keeping it close to your body. As you lift the barbell, extend your hips and knees to stand up straight. Once you are standing, pause briefly and then lower the barbell back down to the ground, keeping it close to your body. Repeat for the desired number of repetitions.",2,9,8,7,6,8,3,6,180,4,8,12,90,3,12,20,45,3,15,25,30,3,8,15,60,3
Towel Pull-Up,forearms|lats,biceps|shoulders,body only,compound,,vertical_pull,3,strength,"Find a sturdy horizontal bar that can support your body weight. Fold a single large towel or two hand towels in half and drape them over the bar. Grab the ends of the towel with both hands, palms facing each other. Hang from the bar with your arms fully extended and your feet off the ground. Pull yourself up towards the bar by bending your elbows and squeezing your shoulder blades together. Pause at the top of the movement, with your chin above the bar. Lower yourself back down to the starting position with control. Repeat for desired number of repetitions.",2,9,8,7,6,8,3,6,180,4,8,12,90,3,12,20,45,3,15,25,30,3,8,15,60,3
Oblique Crunch,abdominals,abdominals,body only,compound,,core_flexion,3,strength,"Lie on your back with your legs together, knees bent and feet flat on the ground. Drop both legs to the ground on your right side. Place your left hand behind your head and your right arm on the ground on your right side. Engage your core muscles and lift your shoulders off the ground, extending your left elbow towards your left quadricep. Flex your waist several inches to feel the contraction in your left oblique. Lower your shoulders back down to the ground and repeat for the desired number of repetitions. Continue alternating sides for the desired number of repetitions. Switch sides and repeat the exercise for the same number of repetitions.",2,9,8,7,6,8,3,6,180,4,8,12,90,3,12,20,45,3,15,25,30,3,8,15,60,3
Lying Windshield Wiper with Bent Knees,abdominals,abdominals,body only,compound,,other,3,strength,"Start by lying flat on your back with your arms extended out to the sides and your palms facing down. Bend your knees and lift your feet off the ground, keeping your shins parallel to the floor. Slowly lower your legs to one side, keeping your knees bent and your feet together. Pause for a moment, then use your core muscles to lift your legs back to the starting position. Repeat the movement to the other side, alternating sides for the desired number of repetitions.",2,9,8,7,6,8,3,6,180,4,8,12,90,3,12,20,45,3,15,25,30,3,8,15,60,3
Push-Up – Hands in Rings,chest|shoulders|triceps,abdominals,body only,compound,,horizontal_push,3,strength,Start in a plank position with your hands placed inside suspended rings. Engage your core and glutes to keep your body in a straight line. Lower your body towards the ground by bending your elbows. Keep your elbows close to your body and your shoulders down and back. Push yourself back up to the starting position by straightening your arms. Repeat for the desired number of repetitions.,2,9,8,7,6,8,3,6,180,4,8,12,90,3,12,20,45,3,15,25,30,3,8,15,60,3
Single-Arm Hang – Bar,forearms,,body only,compound,,other,3,strength,Find a sturdy bar that can support your weight. Jump up and grab the bar with one hand. Hold the position for as long as you can. Slowly lower yourself down and release your grip on the bar.,2,9,8,7,6,8,3,6,180,4,8,12,90,3,12,20,45,3,15,25,30,3,8,15,60,3
Shoulder Press – Barbell,shoulders,shoulders|triceps,barbell,compound,,vertical_push,3,strength,"Start by standing with your feet shoulder-width apart, looking at a racked, weighted barbell. Raise the barbell to shoulder height, palms facing forward, and elbows bent. Press the barbell upward until your arms are fully extended above your head. Pause for a moment at the top of the movement, then slowly lower the barbell back down to shoulder height. Repeat.",2,9,8,7,6,8,3,6,180,4,8,12,90,3,12,20,45,3,15,25,30,3,8,15,60,3
Close Grip Seated Row,lats|shoulders|traps,biceps|forearms|shoulders,body only,compound,,horizontal_pull,3,strength,"Adjust the cable machine to the appropriate weight and attach a V-bar handle to the cable. Sit on the machine with your feet flat on the footrests and your knees slightly bent. Grasp the V-bar handle with an overhand grip, with your hands close together. Keep your back straight and your shoulders down and back. Pull the V-bar handle towards your abdomen, keeping your elbows close to your body. Squeeze your shoulder blades together at the end of the movement. Slowly release the handle back to the starting position. Repeat for the desired number of repetitions.",2,9,8,7,6,8,3,6,180,4,8,12,90,3,12,20,45,3,15,25,30,3,8,15,60,3
Power Clean and Press,glutes|lower back|shoulders|adductors,calves|forearms|hamstrings|shoulders|traps|triceps,barbell,compound,,hip_hinge,3,strength,"Start with feet shoulder-width apart and the barbell on the floor in front of you. Bend down and grip the barbell with hands slightly wider than shoulder-width apart. Stand up, keeping your back straight, the barbell close to your shins, and lifting with your legs. As the barbell reaches your chest, quickly drop into a high squat position. The crease of your hips should be above the top of your thighs. Catch the barbell at shoulder height. Stand up from the squat position, lifting the barbell overhead with arms fully extended. Lower the barbell back down to shoulder height. Reverse the movement and lower the barbell back down to the floor and release your grip. Repeat for the desired number of repetitions.",2,9,8,7,6,8,3,6,180,4,8,12,90,3,12,20,45,3,15,25,30,3,8,15,60,3
Hammer Curl – Dumbbell,biceps,forearms,dumbbell,isolation,,elbow_flexion,3,strength,"Stand up straight with your feet shoulder-width apart and hold a dumbbell in each hand with your palms facing your body. Keep your elbows close to your torso and exhale as you lift both dumbbells towards the shoulder of their holding hand, until your bicep is fully contracted and the dumbbell is at shoulder level. Pause for a second at the top of the movement and squeeze your biceps. Lower the dumbbells back down to the starting position in a controlled manner. Repeat for the desired number of repetitions.",5,5,9,7,8,7,6,10,120,3,10,15,60,3,15,25,30,3,20,30,20,2,10,15,60,3
Hip Abduction – Band,abductors,glutes,bands,isolation,,other,3,strength,"Start by placing an exercise band around both of your knees. Make sure the band is secure and does not slip during the exercise. Sit on a bench with your feet hip-width apart and your toes pointing forward. Exhale as you slowly press your knees outward, against the resistance of the exercise band. Continue pressing until you feel a comfortable stretch in your outer hip and thigh muscles. Pause for a brief moment at the outwardmost position, feeling the tension in the exercise band. Inhale as you release the pressure and bring your knees back together, returning to the starting position. Repeat for the desired number of repetitions.",5,5,9,7,8,7,6,10,120,3,10,15,60,3,15,25,30,3,20,30,20,2,10,15,60,3
Seated One-Handed Row – Cable,lats|shoulders|traps,biceps|forearms|shoulders,cable,compound,,horizontal_pull,3,strength,"Sit facing a cable machine with your feet flat on the ground or footrests. Grasp the handle with one hand, palm facing inward. Use your feet to push your body back, creating tension on the cable, keeping your arm fully extended. Engage your core while leaning slightly forward. Pull the handle towards your torso, keeping your elbow close to your body. Squeeze your shoulder blades together while leaning slightly back. Pause for a moment at the top of the movement, feeling the contraction in your back muscles. Slowly extend your arm back to the starting position, maintaining control throughout the movement. Repeat for the desired number of repetitions, then switch to the other hand.",2,9,8,7,6,8,3,6,180,4,8,12,90,3,12,20,45,3,15,25,30,3,8,15,60,3
Lunge – Dumbbell,glutes|quadriceps|adductors,forearms,dumbbell,compound,,lunge,3,strength,"Stand with your feet hip-width apart and hold a dumbbell in each hand, palms facing your body. Take a big step forward with your right foot, keeping your torso upright. Bend both knees to lower your body towards the floor, making sure your right knee is directly above your ankle. Push through your right heel to return to the starting position. Repeat on the other side, stepping forward with your left foot. Continue alternating legs for the desired number of repetitions.",2,9,8,7,6,8,3,6,180,4,8,12,90,3,12,20,45,3,15,25,30,3,8,15,60,3
Cable Curl – Bar,biceps,forearms,cable,isolation,,elbow_flexion,3,strength,"Stand facing a cable machine with your feet shoulder-width apart. Attach a straight bar to the low pulley of the cable machine. Grasp the bar with an underhand grip, hands shoulder-width apart. Keep your elbows close to your sides and your upper arms stationary throughout the exercise. Exhale and curl the bar up towards your shoulders, contracting your biceps. Pause for a moment at the top of the movement, squeezing your biceps. Inhale and slowly lower the bar back to the starting position, fully extending your arms. Repeat for the desired number of repetitions.",5,5,9,7,8,7,6,10,120,3,10,15,60,3,15,25,30,3,20,30,20,2,10,15,60,3
Hack Squat – Landmine,glutes|quadriceps|adductors,,barbell,compound,,squat,3,strength,"Place the end of a barbell into a landmine attachment or securely anchor it in a corner. Stand with your feet shoulder-width apart, toes slightly turned out. Hold the unattached end of the barbell with both hands, palms facing inwards. Lift the end up and over one shoulder while you turn away from the weight. Rest the barbell on your shoulder with the weight at your back. Keep your core engaged, chest lifted, and back straight. Lower your body by bending at the knees and hips, as if sitting back into a chair. Continue lowering until your thighs are parallel to the ground or slightly below. Push through your heels and extend your knees and hips to return to the starting position. Repeat for the desired number of repetitions.",2,9,8,7,6,8,3,6,180,4,8,12,90,3,12,20,45,3,15,25,30,3,8,15,60,3
Concentration Curl,biceps,forearms,body only,isolation,,elbow_flexion,3,strength,"Start by sitting on a bench with your feet flat on the floor and your knees slightly bent. Hold a dumbbell in one hand and place your elbow on the inside of your thigh, just above the knee. Extend your arm fully, allowing the dumbbell to hang down towards the floor. Keeping your upper arm stationary, exhale and curl the dumbbell towards your shoulder while contracting your biceps. Pause for a moment at the top of the movement, squeezing your biceps. Inhale and slowly lower the dumbbell back to the starting position, fully extending your arm. Repeat for the desired number of repetitions and then switch arms.",5,5,9,7,8,7,6,10,120,3,10,15,60,3,15,25,30,3,20,30,20,2,10,15,60,3
One-Handed Tricep Pushdown – Cable,triceps,,cable,isolation,,elbow_extension,3,strength,"Stand facing a cable machine with your feet shoulder-width apart. Grasp the cable attachment with one hand, palm facing down. Position your elbow at a 90-degree angle and keep it close to your side. Engage your core and maintain a neutral spine. Exhale and extend your arm down, fully straightening your elbow. Pause for a moment, squeezing your tricep muscle. Inhale and slowly return your arm to the starting position, maintaining control. Repeat for the desired number of repetitions and then switch arms.",5,5,9,7,8,7,6,10,120,3,10,15,60,3,15,25,30,3,20,30,20,2,10,15,60,3
Hip Thrust – Machine,glutes,hamstrings|adductors,machine,compound,,hip_hinge,3,strength,"Adjust the machine to the appropriate height and resistance level. Sit on the machine with your back against the backrest and your feet flat on the foot platform. Engage your core and glutes, then press through your heels to extend your hips forward. Continue to drive your hips forward until your body is in a straight line from your knees to your shoulders. Hold the position for a brief moment, focusing on squeezing your glutes. Slowly lower your hips back down to the starting position, maintaining control throughout the movement. Repeat for the desired number of repetitions.",2,9,8,7,6,8,3,6,180,4,8,12,90,3,12,20,45,3,15,25,30,3,8,15,60,3
Seated Snatch Grip Behind the Neck Press,shoulders,traps|triceps,barbell,compound,,other,3,strength,"Start by sitting on a bench with a backrest, next to a racked, weighted barbell. Grip the barbell with a wide snatch grip. Position the barbell behind your neck, resting it on your upper traps. Engage your core and keep your back straight. Press the barbell overhead by extending your arms and pushing the weight up. Lock out your elbows at the top of the movement. Lower the barbell back down to the starting position behind your neck. Repeat for the desired number of repetitions.",2,9,8,7,6,8,3,6,180,4,8,12,90,3,12,20,45,3,15,25,30,3,8,15,60,3
Standing Snatch Grip Behind the Neck Press,shoulders,traps|triceps,barbell,compound,,other,3,strength,"Stand with your feet shoulder-width apart and grip the barbell with a wide snatch grip. Position the barbell behind your neck, resting it on your upper traps. Engage your core and keep your back straight. Press the barbell overhead by extending your arms and pushing the weight up. Lock out your elbows at the top of the movement. Lower the barbell back down to the starting position behind your neck. Repeat for the desired number of repetitions.",2,9,8,7,6,8,3,6,180,4,8,12,90,3,12,20,45,3,15,25,30,3,8,15,60,3
Close-Grip Bench Press,triceps,chest|shoulders,barbell,compound,,horizontal_push,3,strength,"Set up the bench press station with the appropriate weight on the barbell. Lie down on the bench with your feet flat on the ground and your back pressed against the bench. Grasp the barbell with your hands shoulder-width apart or just slightly narrower. Unrack the barbell and hold it directly above your chest, arms fully extended. Lower the barbell towards your chest by bending your elbows, keeping them close to your body. Pause briefly with the barbell barely above your chest. Push the barbell back up to the starting position by extending your arms, keeping your elbows close to your body. Repeat the movement for the desired number of repetitions.",2,9,8,7,6,8,3,6,180,4,8,12,90,3,12,20,45,3,15,25,30,3,8,15,60,3
One-Handed Wrist Curl – Dumbbell,forearms,,dumbbell,isolation,,elbow_flexion,3,strength,"Sit on a bench, resting your forearm on your knee, gripping a dumbbell in one hand with your palm facing up. Bending at the wrist, extend your knuckles towards the floor. Curl your wrist upward, bringing the dumbbell towards your forearm. Pause for a moment at the top of the movement, squeezing your forearm muscles. Slowly lower the dumbbell back to the starting position, fully extending your wrist. Repeat for the desired number of repetitions. Switch hands and repeat the exercise with the other hand.",5,5,9,7,8,7,6,10,120,3,10,15,60,3,15,25,30,3,20,30,20,2,10,15,60,3
Standing Chest Fly – Cable,chest,biceps|forearms|shoulders,cable,isolation,,horizontal_push,3,strength,"Stand in front of a cable machine, facing away from the machine, with your feet shoulder-width apart and knees slightly bent. Grasp the handles of the cables with your palms facing forward and your arms extended out to the sides at shoulder height. Engage your core and maintain a slight bend in your elbows throughout the exercise. Try not to change the degree of elbow bend during the repetitions. Exhale and slowly bring your arms forward, until your hands touch, while maintaining the same level of shoulder height. Inhale and slowly return your arms back to the starting position, keeping them extended and at shoulder height. Repeat for the desired number of repetitions.",5,5,9,7,8,7,6,10,120,3,10,15,60,3,15,25,30,3,20,30,20,2,10,15,60,3
Floor Back Extension,lower back,,body only,isolation,,hip_hinge,3,strength,"Lie face down on the floor with your legs extended and your arms by your sides. Place your hands on the back of your head, or keep them out in a ""cactus pose"". Engage your core muscles by drawing your navel towards your spine. Slowly lift your upper body off the floor, using your lower back muscles. Keep your neck in a neutral position and avoid straining or arching it. Hold the lifted position long enough to squeeze your lower back muscles. Lower your upper body back down to the starting position in a controlled manner. Repeat the exercise for the desired number of repetitions.",5,5,9,7,8,7,6,10,120,3,10,15,60,3,15,25,30,3,20,30,20,2,10,15,60,3
Side Plank,abdominals,abdominals,body only,compound,,core_flexion,3,strength,"Start by lying on your side with your legs extended and stacked on top of each other. Place your forearm on the ground directly below your shoulder, with your elbow bent at a 90-degree angle. Engage your core muscles and lift your hips off the ground, creating a straight line from your head to your feet. Keep your body in a straight line and avoid sagging or letting your hips drop. Hold the position for the desired amount of time. Repeat on the other side.",2,9,8,7,6,8,3,6,180,4,8,12,90,3,12,20,45,3,15,25,30,3,8,15,60,3
Pec Deck,chest,shoulders,machine,isolation,,horizontal_push,3,strength,"Sit on the Pec Deck machine with your back flat against the backrest and your feet firmly on the floor. Adjust the seat height so that the handles are at chest level. Grasp the handles with an overhand grip, keeping your elbows slightly bent. Exhale and push the handles together in front of your chest, squeezing your chest muscles. Hold the contraction for a second, then slowly release the handles back to the starting position. Repeat for the desired number of repetitions.",5,5,9,7,8,7,6,10,120,3,10,15,60,3,15,25,30,3,20,30,20,2,10,15,60,3
Pronated Grip Lat Pulldown,lats,biceps|forearms|shoulders,cable,compound,,vertical_pull,3,strength,"Adjust the seat height and position yourself on the lat pulldown machine. Grab the bar with an overhand grip, palms facing away from you, slightly wider than shoulder-width apart. Sit down and position your thighs under the thigh pads, keeping your feet flat on the floor. Keep your back straight and lean back slightly, engaging your core muscles. Exhale and pull the bar down towards your upper chest, leading with your elbows. Squeeze your shoulder blades together at the bottom of the movement. Inhale and slowly release the bar back to the starting position, extending your arms fully. Repeat for the desired number of repetitions.",2,9,8,7,6,8,3,6,180,4,8,12,90,3,12,20,45,3,15,25,30,3,8,15,60,3
Decline Bench Press – Barbell,chest,shoulders|triceps,barbell,compound,,horizontal_push,3,strength,"Set up the decline bench at a decline angle of your choice. Lie down on the bench with your feet secured under the foot pads. Grip the barbell with an overhand grip slightly wider than shoulder-width apart. Lift the barbell off the rack and hold it directly above your chest with your arms fully extended. Inhale and slowly lower the barbell towards your lower chest. Pause for a moment when the barbell is just above your chest. Exhale and push the barbell back up to the starting position, fully extending your arms. Repeat for the desired number of repetitions.",2,9,8,7,6,8,3,6,180,4,8,12,90,3,12,20,45,3,15,25,30,3,8,15,60,3
Standing Cable Leg Curl,hamstrings,,cable,isolation,,knee_flexion,3,strength,"Stand facing a cable machine with your feet hip-width apart. Attach an ankle cuff to your right ankle. Hold onto the machine for support and balance. Bend your right knee and bring your heel towards your glutes, keeping your upper leg stationary. Squeeze your hamstring at the top of the movement. Slowly lower your leg back to the starting position. Repeat for the desired number of repetitions. Switch sides and perform the exercise with your left leg.",5,5,9,7,8,7,6,10,120,3,10,15,60,3,15,25,30,3,20,30,20,2,10,15,60,3
