sample_id,type,user_message,model_output
11,regular,"Plan a 3 day strength workout routine
[Context] Level: Beginner | Goal: Strength | Days: 3 | Body fat: 10.1% (lean) | Muscle mass: 18.4kg (low) | Equipment: machine,barbell,bands,kettlebells,cable,dumbbell,body only","PLAN:3d Push/Pull/Legs|Strength|Beginner|12w
---
D1:Push[chest,shoulders,triceps]41min
1.Decline Smith Press|4x3-6|180s|C|RPE8|machine
2.Reverse Triceps Bench Press|4x3-6|180s|C|RPE8|barbell
3.Alternating Kettlebell Press|4x3-6|180s|C|RPE7|kettlebells
4.Push Press – Dumbbell|4x3-6|180s|C|RPE8|dumbbell
5.Decline Close-Grip Bench To Skull Crusher|4x3-6|180s|C|RPE6|barbell
6.Standing Low-Pulley Deltoid Raise|3x6-10|120s|I|RPE7|cable
---
D2:Pull[lats,middle back,biceps]44min
1.Pendlay Row|4x3-6|180s|C|RPE7|barbell
2.Leverage Iso Row|4x3-6|180s|C|RPE7|machine
3.Wide-Grip Lat Pulldown|4x3-6|180s|C|RPE7|cable
4.Wide-Grip Rear Pull-Up|4x3-6|180s|C|RPE8|body only
5.Bottoms-Up Clean From The Hang Position|4x3-6|180s|C|RPE6|kettlebells
6.One-Handed Row – Dumbbell|4x3-6|180s|C|RPE7|dumbbell
---
D3:Legs[quadriceps,hamstrings,glutes,calves]48min
1.Chair Squat|4x3-6|180s|C|RPE8|machine
2.Single-Arm Bulgarian Split Squat – Dumbbell|4x3-6|180s|C|RPE7|dumbbell
3.Seated Half Good Morning – Band|4x3-6|180s|C|RPE7|bands
4.Clean|4x3-6|180s|C|RPE7|barbell
5.Barbell Step Ups|4x3-6|180s|C|RPE7|barbell
6.Bodyweight Walking Lunge|4x3-6|180s|C|RPE8|body only
---
PROG:Add 2.5-5% weight when hitting top reps
DELOAD:Every 6 weeks: half volume"
12,regular,"Design a 4-day endurance training split
[Context] Level: Advanced | Goal: Endurance | Days: 4 | Body fat: 32.9% (obese) | Muscle mass: 42.3kg (high) | Injuries: ankle(mild,1/10),shoulder(mild,3/10) | Equipment: other,dumbbell,bands,exercise ball,e-z curl bar,body only,cable,medicine ball","PLAN:4d Upper/Lower|Endurance|Advanced|10w
INJ:ankle(mild,1/10):use heel elevation for squats;shoulder(mild,3/10):use lighter weight on overhead movements
---
D1:Upper A[chest,lats,triceps,biceps]57min
1.Standing Chest Fly – Cable|2x20-30|20s|I|RPE9|cable
2.One-Arm Flat Bench Dumbbell Flye|2x20-30|20s|I|RPE9|dumbbell
3.Bent Over Low-Pulley Side Lateral|2x20-30|20s|I|RPE7|cable|*MONITOR
4.Face Pull|2x20-30|20s|I|RPE8|cable|*MONITOR
5.Tricep Pushdown – Cable With Rope|2x20-30|20s|I|RPE8|cable
6.Standing Inner-Biceps Curl|2x20-30|20s|I|RPE7|dumbbell
---
D2:Lower A[quadriceps,hamstrings,calves,abdominals]64min
1.Zercher Squats|3x15-25|30s|C|RPE10|barbell
2.Overhead Squat|3x15-25|30s|C|RPE10|barbell
3.Hyperextensions (Back Extensions)|2x20-30|20s|I|RPE10|other
4.Hip Extension with Bands|2x20-30|20s|I|RPE7|bands
5.Calf Raise On A Dumbbell|2x20-30|20s|I|RPE8|dumbbell|*MONITOR
6.Dumbbell Side Bend|2x20-30|20s|I|RPE8|dumbbell
---
D3:Upper B[shoulders,middle back,biceps]48min
1.Crucifix|2x20-30|20s|I|RPE10|other|*MONITOR
2.Standing Military Press|3x15-25|30s|C|RPE10|barbell|*MONITOR
3.Straight-Arm Pulldown|2x20-30|20s|I|RPE8|cable
4.Bent-Arm Barbell Pullover|2x20-30|20s|I|RPE10|barbell
5.Barbell Shrug|2x20-30|20s|I|RPE9|barbell
6.Palms-Up Barbell Wrist Curl Over A Bench|2x20-30|20s|I|RPE10|barbell
---
D4:Lower B[hamstrings,glutes,quadriceps,calves]65min
1.Quadruped Hip Extension|2x20-30|20s|I|RPE7|body only
2.One-Leg Prone Hip Extension|2x20-30|20s|I|RPE10|body only
3.Step-up with Knee Raise|2x20-30|20s|I|RPE7|body only
4.Lunge – Barbell|3x15-25|30s|C|RPE9|barbell
5.Box Squat|3x15-25|30s|C|RPE7|barbell
6.Squats - With Bands|3x15-25|30s|C|RPE7|bands
---
PROG:Linear periodization: reduce reps weekly
DELOAD:Every 5 weeks: half volume"
13,regular,"Design a 3-day strength training split
[Context] Level: Advanced | Goal: Strength | Days: 3 | Injuries: lower_back(severe,9/10) | Equipment: bands,barbell,cable,machine,body only","PLAN:3d Push/Pull/Legs|Strength|Advanced|8w
INJ:lower_back(severe,9/10):skip deadlifts, squats and bent rows entirely
---
D1:Push[chest,shoulders,triceps]61min
1.Close-Grip Bench Press|4x3-6|180s|C|RPE10|barbell
2.Pushups (Close and Wide Hand Positions)|4x3-6|180s|C|RPE8|body only
3.Seated Shoulder Press – Smith Machine|4x3-6|180s|C|RPE10|machine
4.Machine Shoulder (Military) Press|4x3-6|180s|C|RPE8|machine
5.Skull Crusher – Barbell|4x3-6|180s|C|RPE7|barbell
6.Car Drivers|3x6-10|120s|I|RPE10|barbell
---
D2:Pull[lats,middle back,biceps]58min
1.Shotgun Row|4x3-6|180s|C|RPE7|cable
2.Seated One-Handed Row – Cable|4x3-6|180s|C|RPE7|cable
3.Band Assisted Pull-Up|4x3-6|180s|C|RPE10|bands
4.Wide-Grip Rear Pull-Up|4x3-6|180s|C|RPE8|body only
5.Drag Curl|3x6-10|120s|I|RPE10|barbell
6.One Arm Lat Pulldown|4x3-6|180s|C|RPE8|cable
---
D3:Legs[quadriceps,hamstrings,glutes,calves]41min
1.Calf Press On The Leg Press Machine|3x6-10|120s|I|RPE9|machine
2.Butt-Ups|4x3-6|180s|C|RPE10|body only
3.Clean Pull|4x3-6|180s|C|RPE9|barbell
4.Nordic Hamstring Curl|3x6-10|120s|I|RPE8|body only|*MODIFIED
5.Burpee – BOSU|4x3-6|180s|C|RPE10|body only|*MODIFIED
6.Runner's 5|4x3-6|180s|C|RPE9|body only|*MODIFIED
---
PROG:Double progression: reps then weight
DELOAD:Every 4 weeks: half volume"
14,regular,"Plan a 5 day strength workout routine
[Context] Level: Beginner | Goal: Strength | Days: 5 | Body fat: 40.1% (obese) | Muscle mass: 30.3kg (average) | Equipment: exercise ball,kettlebells,medicine ball,body only,e-z curl bar,other,bands,dumbbell","PLAN:5d ULPPL|Strength|Beginner|4w
---
D1:Upper[chest,lats,triceps,biceps]44min
1.Smith Machine Bench Press|4x3-6|180s|C|RPE8|machine
2.Decline Bench Press – Machine|4x3-6|180s|C|RPE8|machine
3.Bent Over Two-Dumbbell Row With Palms In|4x3-6|180s|C|RPE7|dumbbell
4.Reverse Grip Bent-Over Rows|4x3-6|180s|C|RPE7|barbell
5.Decline Close-Grip Bench To Skull Crusher|4x3-6|180s|C|RPE8|barbell
6.Bottoms-Up Clean From The Hang Position|4x3-6|180s|C|RPE6|kettlebells
---
D2:Lower[quadriceps,hamstrings,glutes,calves]55min
1.Smith Single-Leg Split Squat|4x3-6|180s|C|RPE7|machine
2.Bear Crawl Sled Drags|4x3-6|180s|C|RPE6|other
3.Deadlift – Trap Bar High Handles|4x3-6|180s|C|RPE6|body only
4.Hang Power Clean|4x3-6|180s|C|RPE6|body only
5.Alternating Side Lunge Pull – Plate|4x3-6|180s|C|RPE7|body only
6.Front Rack Curtsy Lunge – Barbell|4x3-6|180s|C|RPE6|barbell
---
D3:Push[chest,shoulders,triceps]41min
1.Push Up to Side Plank|4x3-6|180s|C|RPE6|body only
2.Incline Bench Press – Machine|4x3-6|180s|C|RPE6|machine
3.Alternating Tall Kneeling Arnold Press – Hand Weights|4x3-6|180s|C|RPE8|dumbbell
4.Arnold Dumbbell Press|4x3-6|180s|C|RPE8|dumbbell
5.Skull Crusher – Barbell|4x3-6|180s|C|RPE6|barbell
6.Front Raise And Pullover|3x6-10|120s|I|RPE8|barbell
---
D4:Pull[lats,middle back,biceps]41min
1.Bent Over Two-Dumbbell Row|4x3-6|180s|C|RPE7|dumbbell
2.One-Handed Row – Dumbbell|4x3-6|180s|C|RPE8|dumbbell
3.Weighted Pull Ups|4x3-6|180s|C|RPE7|other
4.Wide-Grip Rear Pull-Up|4x3-6|180s|C|RPE8|body only
5.Bottoms-Up Clean From The Hang Position|4x3-6|180s|C|RPE8|kettlebells
6.Rotational Slam – Medicine Ball|4x3-6|180s|C|RPE7|medicine ball
---
D5:Legs[quadriceps,hamstrings,glutes,calves]62min
1.Squat – Dumbbell|4x3-6|180s|C|RPE6|dumbbell
2.Sumo Squat – Barbell|4x3-6|180s|C|RPE8|barbell
3.One-Legged Glute Bridge|4x3-6|180s|C|RPE6|body only
4.One-Arm Kettlebell Clean|4x3-6|180s|C|RPE8|kettlebells
5.One-Arm Row Lunge – Band|4x3-6|180s|C|RPE6|bands
6.Box Step-Up|4x3-6|180s|C|RPE6|body only
---
PROG:Add 1 rep per set each week
DELOAD:Every 2 weeks: half volume"
15,injury,"Modify workout - lower_back is injured
[Context] Level: Advanced | Goal: WeightLoss | Days: 6 | Injury: lower_back(severe,7/10) | Equipment: dumbbell,machine,cable,kettlebells,body only,barbell","PLAN:6d PPL x2|WeightLoss|Advanced|6w
INJ:lower_back(severe,7/10):skip deadlifts, squats and bent rows entirely
FB:normal pref,rating 4.0,27 sessions
---
D1:Push A[chest,shoulders,triceps]61min
1.Decline Bench Press – Dumbbell|3x12-20|45s|C|RPE9|dumbbell
2.Incline Push-Up Reverse Grip|3x12-20|45s|C|RPE10|body only
3.Kettlebell Arnold Press|3x12-20|45s|C|RPE7|kettlebells
4.Split Jerk|3x12-20|45s|C|RPE7|barbell
5.Cable One Arm Tricep Extension|3x15-25|30s|I|RPE7|cable
6.Sled Reverse Flye|3x15-25|30s|I|RPE10|other
---
D2:Pull A[lats,middle back,biceps]68min
1.Standing Dumbbell Upright Row|3x12-20|45s|C|RPE8|dumbbell
2.Straight Bar Bench Mid Rows|3x12-20|45s|C|RPE9|barbell
3.Rocky Pull-Ups/Pulldowns|3x12-20|45s|C|RPE10|cable
4.One-Handed Lat Pulldown|3x12-20|45s|C|RPE8|cable
5.Finger Curls|3x15-25|30s|I|RPE7|barbell
6.Slam – Medicine Ball|3x12-20|45s|C|RPE8|medicine ball
---
D3:Legs A[quadriceps,hamstrings,glutes,calves]59min
1.Barbell Seated Calf Raise|3x15-25|30s|I|RPE10|barbell
2.Cable Seated Crunch|3x15-25|30s|I|RPE10|cable
3.Clean Pull|3x12-20|45s|C|RPE10|barbell
4.Sled Pull|3x12-20|45s|C|RPE9|body only|*MODIFIED
5.Physioball Hip Bridge|3x12-20|45s|C|RPE10|exercise ball|*MODIFIED
6.Donkey Calf Raises|3x15-25|30s|I|RPE10|other
---
D4:Push B[chest,shoulders,triceps]43min
1.Incline Bench Press – Dumbbell|3x12-20|45s|C|RPE7|dumbbell
2.Decline Dumbbell Flyes|3x15-25|30s|I|RPE10|dumbbell
3.Standing Alternating Dumbbell Press|3x12-20|45s|C|RPE9|dumbbell
4.Alternating Tall Kneeling Arnold Press – Hand Weights|3x12-20|45s|C|RPE7|dumbbell
5.Low Cable Triceps Extension|3x15-25|30s|I|RPE9|cable
6.Front Incline Dumbbell Raise|3x15-25|30s|I|RPE7|dumbbell
---
D5:Pull B[middle back,lats,biceps]60min
1.Bodyweight Mid Row|3x12-20|45s|C|RPE9|other
2.Inverted Row|3x12-20|45s|C|RPE8|body only
3.V-Bar Pulldown|3x12-20|45s|C|RPE8|cable
4.Rope Straight-Arm Pulldown|3x15-25|30s|I|RPE9|cable
5.Zottman Preacher Curl|3x15-25|30s|I|RPE7|dumbbell
6.Leverage High Row|3x12-20|45s|C|RPE7|machine
---
D6:Legs B[hamstrings,glutes,calves]43min
1.Glute Ham Raise|3x15-25|30s|I|RPE8|machine|*MODIFIED
2.Standing Calf Raises|3x15-25|30s|I|RPE10|machine
3.Natural Glute Ham Raise|3x15-25|30s|I|RPE7|body only|*MODIFIED
4.Alternating Single-Arm Dead Clean to Push Press – Kettlebell|3x12-20|45s|C|RPE10|kettlebells|*MODIFIED
5.Calf Press On The Leg Press Machine|3x15-25|30s|I|RPE9|machine
---
PROG:Increase reps before adding weight
DELOAD:Week 6: reduce volume 40%, keep intensity"
16,regular,"Design a 5-day strength training split
[Context] Level: Intermediate | Goal: Strength | Days: 5 | Injuries: knee(moderate,6/10) | Equipment: body only,machine,e-z curl bar,exercise ball,dumbbell,medicine ball,cable,kettlebells","PLAN:5d ULPPL|Strength|Intermediate|8w
INJ:knee(moderate,6/10):use leg press or machines instead of squats
---
D1:Upper[chest,lats,triceps,biceps]59min
1.Push-Ups With Feet Elevated|4x3-6|180s|C|RPE9|body only
2.Decline Smith Press|4x3-6|180s|C|RPE8|machine
3.Inverted Row with Straps|4x3-6|180s|C|RPE7|other
4.Single Arm Half Kneeling High Row – Cable|4x3-6|180s|C|RPE10|cable
5.Skull Crusher – Cable with Rope|4x3-6|180s|C|RPE8|cable
6.Bottoms-Up Clean From The Hang Position|4x3-6|180s|C|RPE9|kettlebells
---
D2:Lower[quadriceps,hamstrings,glutes,calves]48min
1.Cable Pull Through|4x3-6|180s|C|RPE7|cable|*LIGHT
2.Band Good Morning (Pull Through)|4x3-6|180s|C|RPE7|bands|*LIGHT
3.Smith Machine Reverse Calf Raises|3x6-10|120s|I|RPE10|machine|*LIGHT
4.Trap Bar Deadlift|4x3-6|180s|C|RPE10|other|*LIGHT
5.Runner's 5|4x3-6|180s|C|RPE10|body only|*LIGHT
6.Hang Power Clean|4x3-6|180s|C|RPE9|body only
---
D3:Push[chest,shoulders,triceps]50min
1.Push Up to Side Plank|4x3-6|180s|C|RPE10|body only
2.Clock Push-Up|4x3-6|180s|C|RPE8|body only
3.Smith Machine Overhead Shoulder Press|4x3-6|180s|C|RPE8|machine
4.Double Kettlebell Push Press|4x3-6|180s|C|RPE7|kettlebells
5.Skull Crusher – Dumbbell|4x3-6|180s|C|RPE10|dumbbell
6.Side Laterals to Front Raise|3x6-10|120s|I|RPE9|dumbbell
---
D4:Pull[lats,middle back,biceps]41min
1.Backward Medicine Ball Throw|4x3-6|180s|C|RPE8|medicine ball
2.Standing Two-Arm Overhead Throw|4x3-6|180s|C|RPE9|medicine ball
3.Towel Pull-Up|4x3-6|180s|C|RPE8|body only
4.Wide-Grip Lat Pulldown|4x3-6|180s|C|RPE8|cable
5.Bottoms-Up Clean From The Hang Position|4x3-6|180s|C|RPE8|kettlebells
6.Kipping Muscle Up|4x3-6|180s|C|RPE9|other
---
D5:Legs[quadriceps,hamstrings,glutes,calves]48min
1.Axle Deadlift|4x3-6|180s|C|RPE9|other
2.Car Deadlift|4x3-6|180s|C|RPE7|other|*LIGHT
3.Seated Calf Raise|3x6-10|120s|I|RPE10|machine|*LIGHT
4.Otis-Up|4x3-6|180s|C|RPE7|other
5.Mountain Climbers|4x3-6|180s|C|RPE7|body only|*LIGHT
6.Glute Bridge|4x3-6|180s|C|RPE7|body only|*LIGHT
---
PROG:Add 1 rep per set each week
DELOAD:Week 8: reduce volume 40%, keep intensity"
17,regular,"Build a 5 day weightloss routine
[Context] Level: Beginner | Goal: WeightLoss | Days: 5 | Injuries: upper_back(mild,1/10),elbow(severe,9/10) | Equipment: machine,dumbbell,kettlebells,e-z curl bar,exercise ball,body only","PLAN:5d Bro Split|WeightLoss|Beginner|4w
INJ:upper_back(mild,1/10):limit rowing volume;elbow(severe,9/10):avoid all elbow-stressing movements
---
D1:Chest[chest,triceps]60min
1.Pullover – Dumbbell|3x15-25|30s|I|RPE8|dumbbell|*MODIFIED
2.Stability Ball Pullover – Dumbbell|3x15-25|30s|I|RPE6|dumbbell|*MODIFIED
---
D2:Back[lats,middle back,biceps]48min
1.Towel Pull-Up|3x12-20|45s|C|RPE6|body only|*MODIFIED
2.Scapular Pull-Up|3x12-20|45s|C|RPE7|body only|*MONITOR
3.Hanging Side-To-Side Knee Drive|3x12-20|45s|C|RPE8|body only|*MODIFIED
4.Middle Back Shrug|3x15-25|30s|I|RPE6|dumbbell|*MONITOR
5.One-Handed Hammer Isometric Hold – Dumbbell|3x15-25|30s|I|RPE7|dumbbell|*MODIFIED
---
D3:Shoulders[shoulders,abdominals]47min
1.Machine Shoulder (Military) Press|3x12-20|45s|C|RPE7|machine
2.Shoulder Press – Machine|3x12-20|45s|C|RPE7|machine
3.Leverage Shrug|3x15-25|30s|I|RPE8|machine|*MONITOR
4.Flutter Kick|3x12-20|45s|C|RPE6|body only
5.Rope Wave|3x12-20|45s|C|RPE8|body only|*MODIFIED
6.Crunches|3x15-25|30s|I|RPE8|body only
---
D4:Legs[quadriceps,hamstrings,glutes,calves]55min
1.Squat – Bodyweight|3x12-20|45s|C|RPE7|body only
2.Star Jump|3x12-20|45s|C|RPE8|body only
3.Smith Machine Stiff-Legged Deadlift|3x12-20|45s|C|RPE8|machine
4.Hyperextensions With No Hyperextension Bench|3x12-20|45s|C|RPE6|body only
5.Shallow Lunge – Bodyweight|3x12-20|45s|C|RPE7|body only
6.Step-Up|3x12-20|45s|C|RPE7|body only
---
D5:Arms[biceps,triceps,forearms]44min
1.Reverse Flyes|3x15-25|30s|I|RPE7|dumbbell
2.One-Handed Hammer Isometric Hold – Dumbbell|3x15-25|30s|I|RPE8|dumbbell|*MODIFIED
3.Stability Ball Pullover – Dumbbell|3x15-25|30s|I|RPE7|dumbbell|*MODIFIED
4.Gripper|3x12-20|45s|C|RPE6|body only|*MODIFIED
---
PROG:Add 1 rep per set each week
DELOAD:Every 2 weeks: half volume"
18,regular,"Build a 4 day endurance routine
[Context] Level: Beginner | Goal: Endurance | Days: 4 | Injuries: neck(severe,7/10),upper_back(mild,2/10) | Equipment: bands,machine,e-z curl bar,other,body only,cable","PLAN:4d PPLA|Endurance|Beginner|8w
INJ:neck(severe,7/10):skip all exercises with neck load;upper_back(mild,2/10):limit rowing volume
---
D1:Push[chest,shoulders,triceps]67min
1.Isometric Chest Squeezes|2x20-30|20s|I|RPE8|body only
2.Chest Fly – Machine|2x20-30|20s|I|RPE7|machine
3.Tricep Pushdown – Cable With Rope|2x20-30|20s|I|RPE6|cable
4.Heavy Bag Thrust|3x15-25|30s|C|RPE8|other
5.Cable Rear Delt Fly|2x20-30|20s|I|RPE6|cable
6.Push-Ups - Close Triceps Position|3x15-25|30s|C|RPE7|body only
---
D2:Pull[lats,middle back,biceps]63min
1.Face Pull|2x20-30|20s|I|RPE7|cable
2.Rear Delt Row – Cable|2x20-30|20s|I|RPE8|cable|*MONITOR
3.Straight-Arm Pulldown|2x20-30|20s|I|RPE6|cable|*MONITOR
4.Rope Straight-Arm Pulldown|2x20-30|20s|I|RPE7|cable|*MONITOR
5.Reverse Barbell Preacher Curls|2x20-30|20s|I|RPE8|e-z curl bar
6.Kneeling High Pulley Row|3x15-25|30s|C|RPE8|cable|*MONITOR
---
D3:Legs[quadriceps,hamstrings,glutes,calves]63min
1.Suspended Split Squat|3x15-25|30s|C|RPE7|other
2.Scissors Jump|3x15-25|30s|C|RPE7|body only
3.Standing Glute Kickback – Machine|2x20-30|20s|I|RPE7|machine
4.Back Extension|2x20-30|20s|I|RPE7|body only
5.Step-up with Knee Raise|2x20-30|20s|I|RPE7|body only
6.Feet-Elevated Bulgarian Row – Ring|3x15-25|30s|C|RPE6|body only|*MONITOR
---
D4:Arms + Abs[biceps,triceps,shoulders,abdominals]56min
1.Machine Preacher Curls|2x20-30|20s|I|RPE8|machine
2.Triceps Pushdown|2x20-30|20s|I|RPE8|cable
3.Sled Reverse Flye|2x20-30|20s|I|RPE7|other
4.Knee/Hip Raise On Parallel Bars|2x20-30|20s|I|RPE7|other
5.Spider Curl|2x20-30|20s|I|RPE8|e-z curl bar
6.EZ-Bar Skullcrusher|2x20-30|20s|I|RPE8|e-z curl bar
---
PROG:Increase reps before adding weight
DELOAD:Week 8: reduce volume 40%, keep intensity"
19,regular,"Design a 6-day general training split
[Context] Level: Advanced | Goal: General | Days: 6 | Body fat: 23.5% (higher) | Muscle mass: 55.0kg (high) | Injuries: neck(severe,8/10) | Feedback: normal difficulty, rating 3.7, 48 sessions done | Equipment: medicine ball,exercise ball,machine,bands,other,kettlebells,dumbbell,barbell","PLAN:6d PPL x2|General|Advanced|6w
INJ:neck(severe,8/10):skip all exercises with neck load
FB:normal pref,rating 3.7,48 sessions
---
D1:Push A[chest,shoulders,triceps]67min
1.Plyo Kettlebell Pushups|3x8-15|60s|C|RPE8|kettlebells
2.Reverse Band Bench Press|3x8-15|60s|C|RPE9|barbell
3.Skull Crusher – Cable with Rope|3x8-15|60s|C|RPE7|cable
4.Shrug – Barbell|3x10-15|60s|I|RPE10|barbell|*MODIFIED
5.Chest Push (multiple response)|3x8-15|60s|C|RPE8|medicine ball
6.Reverse Flyes|3x10-15|60s|I|RPE9|dumbbell
---
D2:Pull A[lats,middle back,biceps]56min
1.Inverted Row with Straps|3x8-15|60s|C|RPE8|other
2.Kneeling Single-Arm High Pulley Row|3x8-15|60s|C|RPE10|cable
3.V-Bar Pullup|3x8-15|60s|C|RPE8|body only
4.Side To Side Chins|3x8-15|60s|C|RPE8|other
5.Seated One-Arm Dumbbell Palms-Up Wrist Curl|3x10-15|60s|I|RPE8|dumbbell
6.Weighted Pull Ups|3x8-15|60s|C|RPE7|other
---
D3:Legs A[quadriceps,hamstrings,glutes,calves]42min
1.Front Squats With Two Kettlebells|3x8-15|60s|C|RPE9|kettlebells
2.Sled Push|3x8-15|60s|C|RPE10|other
3.Snatch Grip Deadlift|3x8-15|60s|C|RPE9|barbell
4.Sumo Deadlift with Chains|3x8-15|60s|C|RPE10|barbell
5.Lateral Lunge – Dumbbell|3x8-15|60s|C|RPE10|dumbbell
6.Step-Up|3x8-15|60s|C|RPE9|body only
---
D4:Push B[chest,shoulders,triceps]69min
1.Floor Press|3x8-15|60s|C|RPE7|barbell
2.Close-Grip Bench Press|3x8-15|60s|C|RPE8|barbell
3.Decline Close-Grip Bench To Skull Crusher|3x8-15|60s|C|RPE7|barbell
4.Car Drivers|3x10-15|60s|I|RPE9|barbell
5.Decline Bench Press – Barbell|3x8-15|60s|C|RPE9|barbell
6.Band Pull Apart|3x10-15|60s|I|RPE7|bands
---
D5:Pull B[middle back,lats,biceps]57min
1.Drinking Bird Row – Band|3x8-15|60s|C|RPE9|bands|*MODIFIED
2.Bodyweight Mid Row|3x8-15|60s|C|RPE8|other
3.Wide-Grip Lat Pulldown|3x8-15|60s|C|RPE7|cable
4.Side To Side Chins|3x8-15|60s|C|RPE8|other
5.Incline Curl – Dumbbell|3x10-15|60s|I|RPE10|dumbbell
6.Suspended Row|3x8-15|60s|C|RPE7|other
---
D6:Legs B[hamstrings,glutes,calves]67min
1.Atlas Stones|3x8-15|60s|C|RPE7|other
2.Power Snatch|3x8-15|60s|C|RPE7|barbell
3.Dumbbell Lunges|3x8-15|60s|C|RPE7|dumbbell
4.Lunge – Barbell|3x8-15|60s|C|RPE9|barbell
5.Floor Glute-Ham Raise|3x10-15|60s|I|RPE9|body only
6.Smith Machine Calf Raise|3x10-15|60s|I|RPE8|machine
---
PROG:Increase reps before adding weight
DELOAD:Week 6: reduce volume 40%, keep intensity"
20,regular,"Design a 3-day muscle training split
[Context] Level: Intermediate | Goal: Muscle | Days: 3 | Equipment: barbell,kettlebells,dumbbell,cable,bands,medicine ball,body only,e-z curl bar","PLAN:3d Full Body x3|Muscle|Intermediate|4w
---
D1:Full Body A[chest,lats,quadriceps,abdominals]49min
1.Decline Dumbbell Flyes|3x10-15|60s|I|RPE7|dumbbell
2.One-Handed Standing Chest Fly – Band|3x10-15|60s|I|RPE9|bands
3.Rope Straight-Arm Pulldown|3x10-15|60s|I|RPE9|cable
4.Isometric Pull-Up Hold|3x10-15|60s|I|RPE10|body only
5.Barbell Side Split Squat|3x8-12|90s|C|RPE7|barbell
6.Dumbbell Squat|3x8-12|90s|C|RPE8|dumbbell
---
D2:Full Body B[shoulders,middle back,hamstrings,biceps]60min
1.Dumbbell Shoulder Press|3x8-12|90s|C|RPE10|dumbbell
2.Single-Arm Bottoms-Up Overhead Press – Kettlebell|3x8-12|90s|C|RPE8|kettlebells
3.Face Pull|3x10-15|60s|I|RPE7|cable
4.Incline Bench Pull|3x10-15|60s|I|RPE9|barbell
5.One-Leg Prone Hip Extension|3x10-15|60s|I|RPE8|body only
6.Back Extension|3x10-15|60s|I|RPE7|body only
---
D3:Full Body C[chest,lats,glutes,triceps]66min
1.Chest Fly – Dumbbell|3x10-15|60s|I|RPE10|dumbbell
2.Decline Dumbbell Flyes|3x10-15|60s|I|RPE9|dumbbell
3.Rear Delt Row – Barbell|3x10-15|60s|I|RPE10|barbell
4.Rear Delt Row – Dumbbell|3x10-15|60s|I|RPE8|dumbbell
5.Step-up with Knee Raise|3x10-15|60s|I|RPE9|body only
6.Barbell Lunge|3x8-12|90s|C|RPE10|barbell
---
PROG:Linear periodization: reduce reps weekly
DELOAD:Week 4: active recovery only"
21,injury,"I have a ankle injury, create safe plan
[Context] Level: Beginner | Goal: General | Days: 3 | Injury: ankle(moderate,5/10) | Equipment: other,kettlebells,e-z curl bar,bands,dumbbell,body only","PLAN:3d Push/Pull/Legs|General|Beginner|12w
INJ:ankle(moderate,5/10):seated exercises preferred
---
D1:Push[chest,shoulders,triceps]65min
1.Close-Grip EZ-Bar Press|3x8-15|60s|C|RPE8|e-z curl bar
2.Chest Push from 3 point stance|3x8-15|60s|C|RPE6|medicine ball
3.Jerk Balance|3x8-15|60s|C|RPE8|barbell
4.Alternating Single-Arm Dead Clean to Push Press – Kettlebell|3x8-15|60s|C|RPE6|kettlebells
5.Decline Close-Grip Bench To Skull Crusher|3x8-15|60s|C|RPE6|barbell
6.Dumbbell Lying Rear Lateral Raise|3x10-15|60s|I|RPE8|dumbbell
---
D2:Pull[lats,middle back,biceps]56min
1.Medicine Ball Scoop Throw|3x8-15|60s|C|RPE8|medicine ball
2.Reverse Grip Bent-Over Rows|3x8-15|60s|C|RPE8|barbell
3.Scapular Pull-Up|3x8-15|60s|C|RPE6|body only
4.Chin-Up|3x8-15|60s|C|RPE6|body only
5.EZ-Bar Curl|3x10-15|60s|I|RPE7|e-z curl bar
6.Row – Dumbbell|3x8-15|60s|C|RPE8|dumbbell
---
D3:Legs[quadriceps,hamstrings,glutes,calves]63min
1.Rack Pull|3x8-15|60s|C|RPE6|barbell
2.Rickshaw Deadlift|3x8-15|60s|C|RPE7|other
3.Side Plank|3x8-15|60s|C|RPE7|body only
4.Leverage Deadlift|3x8-15|60s|C|RPE8|machine
5.Kettlebell Dead Clean|3x8-15|60s|C|RPE8|kettlebells
6.Single-Leg Romanian Deadlift – Landmine|3x8-15|60s|C|RPE8|barbell
---
PROG:Add 1 rep per set each week
DELOAD:Every 6 weeks: half volume"
